Codigo_do_alimento; Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Colesterol_(mg);AG_Saturados_(g);AG_Mono _(g);AG_Poli_(g);AG_Linoleico_(g);AG_Linolenico_(g);AG_Trans_total_(g);Acucar_total_(g);Acucar_de_adicao_(g)
6914001;Adocante light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;80.72;85.67
6914002;Adocante em po light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;80.72;85.67
6914003;Adocante liquido light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0
7001501;Mostarda molho;Sais e condimentos;99;Nao se aplica;0;0.25;2.63;0.95;0.44;0.46;0.01;0.86;0
7002304;Hortela;Sais e condimentos;99;Nao se aplica;0;0;0;0.01;0;0;0;0;0
7002401;Alcaparra em conserva;Sais e condimentos;99;Nao se aplica;0;0.23;0.06;0.3;0.11;0.18;0;2.53;0
7002601;Coentro;Sais e condimentos;99;Nao se aplica;0;0.12;2.23;0.33;0.33;0;0;34.75;0
7003601;Molho de soja;Sais e condimentos;99;Nao se aplica;0;0.01;0.01;0.02;0.02;0;0;2;0
7003604;Shoyo;Sais e condimentos;99;Nao se aplica;0;0.01;0.01;0.02;0.02;0;0;2;0
7003801;Leite de coco;Sais e condimentos;99;Nao se aplica;0;18.49;0.89;0.23;0.23;0;0;4.68;0
7004301;Maionese (molho);Sais e condimentos;99;Nao se aplica;32.91;3.8;5.47;13.18;11.62;1.54;0.12;10.24;10.44
7004701;Massa de tomate;Sais e condimentos;99;Nao se aplica;0;0.03;0.03;0.09;0.08;0;0;4.83;0
7004801;Molho de tomate;Sais e condimentos;99;Nao se aplica;0;0.03;0.03;0.07;0.07;0;0;4.25;0
7004802;Ketchup;Sais e condimentos;99;Nao se aplica;0;0.04;0.05;0.13;0.12;0;0;22.77;16.3
7004803;Catchup;Sais e condimentos;99;Nao se aplica;0;0.04;0.05;0.13;0.12;0;0;22.77;16.3
7006101;Pimenta em po;Sais e condimentos;99;Nao se aplica;0;0.98;1.01;1.13;0.97;0.16;0;0;0
7007101;Tucupi em caldo sem pimenta;Sais e condimentos;99;Nao se aplica;0;0;0;0;0;0;0;1.19;1.2
7007502;Creme de queijo;Sais e condimentos;99;Nao se aplica;51.12;9.84;4.29;0.61;0.46;0.15;0.49;4.84;0
7007701;Caldo de peixe;Sais e condimentos;99;Nao se aplica;0;0.14;0.12;0.16;0.01;0.01;0;0.16;0
7007901;Caldo de tomate;Sais e condimentos;99;Nao se aplica;0;0.14;0.22;0.37;0.36;0.01;0.03;3.75;2.9
7009102;Gergelim;Sais e condimentos;99;Nao se aplica;0;9.06;23.92;25.49;25.23;0.26;0;0.52;0
7010301;Tomate seco;Sais e condimentos;99;Nao se aplica;0;1.89;8.66;2.06;1.98;0.08;0.01;13.9;0
7010401;Maionese (molho) light;Sais e condimentos;99;Nao se aplica;31.09;1.61;2.29;5.17;4.56;0.6;0.05;12.48;12.71
7010501;Molho de soja light;Sais e condimentos;99;Nao se aplica;0;0.01;0.01;0.04;0.03;0;0;2.1;0
7010601;Leite de coco light;Sais e condimentos;99;Nao se aplica;0;18.49;0.89;0.23;0.23;0;0;4.68;0
7079202;Vinagrete;Sais e condimentos;99;Nao se aplica;0;0.87;4.47;0.67;0.63;0.05;0.01;3.42;0
7100101;Filemignon;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100101;Filemignon;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100101;Filemignon;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100101;Filemignon;Carnes e visceras;5;Frito(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7100101;Filemignon;Carnes e visceras;6;Empanado(a)/a milanesa;58;3.82;4.51;1.85;1.56;0.26;0.42;0.01;0
7100101;Filemignon;Carnes e visceras;7;Refogado(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7100101;Filemignon;Carnes e visceras;8;Molho vermelho;46.4;2.74;3.14;0.29;0.2;0.07;0.33;0.85;0
7100101;Filemignon;Carnes e visceras;9;Molho branco;53.23;4.26;3.77;0.39;0.28;0.09;0.42;1.03;0
7100101;Filemignon;Carnes e visceras;11;Com manteiga/oleo;63.74;4.79;4.48;0.43;0.31;0.1;0.5;0;0
7100101;Filemignon;Carnes e visceras;99;Nao se aplica;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100201;Contrafile;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100201;Contrafile;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100201;Contrafile;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100201;Contrafile;Carnes e visceras;5;Frito(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7100201;Contrafile;Carnes e visceras;6;Empanado(a)/a milanesa;58;3.82;4.51;1.85;1.56;0.26;0.42;0.01;0
7100201;Contrafile;Carnes e visceras;7;Refogado(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7100201;Contrafile;Carnes e visceras;8;Molho vermelho;46.4;2.74;3.14;0.29;0.2;0.07;0.33;0.85;0
7100205;Bisteca bovina;Carnes e visceras;1;Cru(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7100205;Bisteca bovina;Carnes e visceras;2;Cozido(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7100205;Bisteca bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7100205;Bisteca bovina;Carnes e visceras;4;Assado(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7100205;Bisteca bovina;Carnes e visceras;5;Frito(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7100205;Bisteca bovina;Carnes e visceras;6;Empanado(a)/a milanesa;105;8.3;9.24;2.24;1.84;0.35;0.92;0.01;0
7100205;Bisteca bovina;Carnes e visceras;7;Refogado(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7100205;Bisteca bovina;Carnes e visceras;8;Molho vermelho;75.2;14.25;15.11;1.24;0.8;0.4;1.53;0.85;0
7100301;Alcatra;Carnes e visceras;1;Cru(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100301;Alcatra ;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100301;Alcatra;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100301;Alcatra;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100301;Alcatra;Carnes e visceras;5;Frito(a);58;4.29;5.2;3.59;3.1;0.47;0.44;0;0
7100301;Alcatra;Carnes e visceras;6;Empanado(a)/a milanesa;58;4.29;5.2;3.59;3.1;0.47;0.44;0;0
7100301;Alcatra;Carnes e visceras;7;Refogado(a);58;4.29;5.2;3.59;3.1;0.47;0.44;0;0
7100301;Alcatra;Carnes e visceras;8;Molho vermelho;46.4;2.74;3.14;0.29;0.2;0.07;0.33;0.85;0
7100301;Alcatra;Carnes e visceras;12;Ao vinagrete;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100301;Alcatra;Carnes e visceras;13;Ensopado;58;4.29;5.2;3.59;3.1;0.47;0.44;0;0
7100303;Maminha;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100303;Maminha;Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100303;Maminha;Carnes e visceras;5;Frito(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100303;Maminha;Carnes e visceras;8;Molho vermelho;72;1.38;1.61;0.19;0.15;0.02;0.18;0.85;0
7100304;Picanha;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100304;Picanha;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100304;Picanha;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7100304;Picanha ;Carnes e visceras;5;Frito(a);58;4.29;5.2;3.59;3.1;0.47;0.44;0;0
7100304;Picanha ;Carnes e visceras;13;Ensopado;58;4.29;5.2;3.59;3.1;0.47;0.44;0;0
7100501;Patinho;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100501;Patinho;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100501;Patinho;Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100501;Patinho;Carnes e visceras;5;Frito(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100501;Patinho;Carnes e visceras;6;Empanado(a)/a milanesa;90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100501;Patinho;Carnes e visceras;8;Molho vermelho;72;1.38;1.61;0.19;0.15;0.02;0.18;0.85;0
7100501;Patinho;Carnes e visceras;13;Ensopado;90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;3;Grelhado(a)/brasa/churrasco;90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;5;Frito(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;6;Empanado(a)/a milanesa;90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;7;Refogado(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100604;Posta branca;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100604;Posta branca;Carnes e visceras;5;Frito(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100604;Posta branca;Carnes e visceras;8;Molho vermelho;72;1.38;1.61;0.19;0.15;0.02;0.18;0.85;0
7100606;Tatu (lagarto redondo);Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100606;Tatu (lagarto redondo);Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100606;Tatu (lagarto redondo);Carnes e visceras;7;Refogado(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100606;Tatu (lagarto redondo);Carnes e visceras;99;Nao se aplica;90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100607;Paulista;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100607;Paulista;Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100608;Lombo paulista (carne bovina);Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100608;Lombo paulista (carne bovina);Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100608;Lombo paulista (carne bovina);Carnes e visceras;5;Frito(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100608;Lombo paulista (carne bovina);Carnes e visceras;13;Ensopado;90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7100702;Posta vermelha;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7100801;Acem;Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100801;Acem;Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100801;Acem;Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7100801;Acem;Carnes e visceras;6;Empanado(a)/a milanesa;75;6.15;7.59;2.11;1.74;0.34;0.69;0.01;0
7100801;Acem;Carnes e visceras;7;Refogado(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7100801;Acem;Carnes e visceras;13;Ensopado;75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7100803;Agulha (acem);Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100803;Agulha (acem);Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100803;Agulha (acem);Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7100905;Paleta ;Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100905;Paleta ;Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7100905;Paleta ;Carnes e visceras;8;Molho vermelho;60;4.6;5.61;0.51;0.35;0.13;0.54;0.85;0
7100905;Paleta ;Carnes e visceras;13;Ensopado;75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7100908;Pa com osso;Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100908;Pa com osso;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7100908;Pa com osso;Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101001;Musculo bovino;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7101001;Musculo bovino;Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7101001;Musculo bovino;Carnes e visceras;8;Molho vermelho;72;1.38;1.61;0.19;0.15;0.02;0.18;0.85;0
7101001;Musculo bovino;Carnes e visceras;13;Ensopado;90;2.12;2.58;1.7;1.48;0.19;0.24;0;0
7101001;Musculo bovino;Carnes e visceras;15;Sopa;7.86;0.68;0.79;0.09;0.07;0.02;0.08;0.24;0
7101006;Chambaril;Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101006;Chambaril;Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101006;Chambaril;Carnes e visceras;7;Refogado(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7101009;Carne marica bovina;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7101009;Carne marica bovina;Carnes e visceras;5;Frito(a);90;2.12;2.58;1.7;1.48;0.19;0.24;0;0
7101009;Carne marica bovina;Carnes e visceras;7;Refogado(a);90;2.12;2.58;1.7;1.48;0.19;0.24;0;0
7101011;Vazio (carne bovina);Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7101011;Vazio (carne bovina);Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7101011;Vazio (carne bovina);Carnes e visceras;5;Frito(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7101101;Peito bovino;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7101101;Peito bovino;Carnes e visceras;5;Frito(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7101202;Fraldinha (capa de file);Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7101202;Fraldinha (capa de file);Carnes e visceras;3;Grelhado(a)/brasa/churrasco;90;1.72;2;0.22;0.17;0.02;0.23;0;0
7101202;Fraldinha (capa de file);Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7101202;Fraldinha (capa de file);Carnes e visceras;5;Frito(a);90;2.12;2.58;1.7;1.48;0.19;0.24;0;0
7101203;Aba de file ;Carnes e visceras;1;Cru(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101203;Aba de file ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101203;Aba de file ;Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7101301;Costela bovina;Carnes e visceras;2;Cozido(a);84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101301;Costela bovina;Carnes e visceras;4;Assado(a);84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101301;Costela bovina;Carnes e visceras;7;Refogado(a);84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101301;Costela bovina;Carnes e visceras;13;Ensopado;84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101704;Jacare (carne bovina de segunda c/ osso);Carnes e visceras;2;Cozido(a);84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101704;Jacare (carne bovina de segunda c/ osso);Carnes e visceras;4;Assado(a);84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101704;Jacare (carne bovina de segunda c/ osso);Carnes e visceras;5;Frito(a);84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7101706;File de segunda;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101706;File de segunda;Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7101706;File de segunda;Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7101706;File de segunda;Carnes e visceras;6;Empanado(a)/a milanesa;75;6.15;7.59;2.11;1.74;0.34;0.69;0.01;0
7101706;File de segunda;Carnes e visceras;10;Ao alho e oleo;75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7101801;Viscera bovina ;Carnes e visceras;2;Cozido(a);396;1.7;0.65;0.64;0;0;0.21;0;0
7101801;Viscera bovina ;Carnes e visceras;5;Frito(a);396;2.1;1.23;2.12;1.31;0.17;0.22;0;0
7101806;Panelada (visceras bovinas nao especificadas);Carnes e visceras;2;Cozido(a);265.68;0.9;0.63;0.86;0.35;0.01;0.05;1.95;0
7101806;Panelada (visceras bovinas nao especificadas);Carnes e visceras;13;Ensopado;265.68;0.9;0.63;0.86;0.35;0.01;0.05;1.95;0
7101901;Coracao bovino;Carnes e visceras;2;Cozido(a);212;1.4;1.01;0.99;0.74;0.02;0.16;0;0
7101901;Coracao bovino;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;212;1.4;1.01;0.99;0.74;0.02;0.16;0;0
7101901;Coracao bovino;Carnes e visceras;4;Assado(a);212;1.4;1.01;0.99;0.74;0.02;0.16;0;0
7101901;Coracao bovino;Carnes e visceras;5;Frito(a);212;1.81;1.6;2.47;2.04;0.19;0.17;0;0
7102001;Rim de boi ;Carnes e visceras;2;Cozido(a);716;1.07;0.71;0.83;0.46;0.02;0.2;0;0
7102102;Bofe bovino;Carnes e visceras;4;Assado(a);716;1.07;0.71;0.83;0.46;0.02;0.2;0;0
7102102;Bofe bovino;Carnes e visceras;5;Frito(a);716;1.47;1.3;2.31;1.77;0.19;0.21;0;0
7102102;Bofe bovino;Carnes e visceras;7;Refogado(a);716;1.47;1.3;2.31;1.77;0.19;0.21;0;0
7102201;Miolo de boi;Carnes e visceras;2;Cozido(a);3100;2.39;1.88;1.63;0.04;0;0.51;0;0
7102401;Tripa bovina;Carnes e visceras;2;Cozido(a);157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102401;Tripa bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102401;Tripa bovina;Carnes e visceras;4;Assado(a);157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102401;Tripa bovina;Carnes e visceras;5;Frito(a);157;1.76;2.19;1.69;1.44;0.18;0.21;0;0
7102402;Dobradinha fresca;Carnes e visceras;2;Cozido(a);157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102402;Dobradinha fresca;Carnes e visceras;4;Assado(a);157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102402;Dobradinha fresca;Carnes e visceras;8;Molho vermelho;125.6;1.09;1.29;0.18;0.12;0.01;0.16;0.85;0
7102402;Dobradinha fresca;Carnes e visceras;13;Ensopado;157;1.76;2.19;1.69;1.44;0.18;0.21;0;0
7102402;Dobradinha fresca;Carnes e visceras;99;Nao se aplica;157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102403;Fato bovino;Carnes e visceras;2;Cozido(a);157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102403;Fato bovino;Carnes e visceras;5;Frito(a);157;1.76;2.19;1.69;1.44;0.18;0.21;0;0
7102404;Fato caprino;Carnes e visceras;2;Cozido(a);157;1.36;1.6;0.21;0.14;0.01;0.2;0;0
7102501;Figado bovino;Carnes e visceras;1;Cru(a);396;1.7;0.65;0.64;0;0;0.21;0;0
7102501;Figado bovino;Carnes e visceras;2;Cozido(a);396;1.7;0.65;0.64;0;0;0.21;0;0
7102501;Figado bovino;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;396;1.7;0.65;0.64;0;0;0.21;0;0
7102501;Figado bovino;Carnes e visceras;4;Assado(a);396;1.7;0.65;0.64;0;0;0.21;0;0
7102501;Figado bovino;Carnes e visceras;5;Frito(a);396;2.1;1.23;2.12;1.31;0.17;0.22;0;0
7102501;Figado bovino;Carnes e visceras;6;Empanado(a)/a milanesa;396;2.1;1.24;2.14;1.32;0.18;0.22;0.01;0
7102501;Figado bovino;Carnes e visceras;7;Refogado(a);396;2.1;1.23;2.12;1.31;0.17;0.22;0;0
7102501;Figado bovino;Carnes e visceras;8;Molho vermelho;316.8;1.36;0.52;0.53;0.01;0;0.17;0.85;0
7102501;Figado bovino;Carnes e visceras;10;Ao alho e oleo;396;2.1;1.23;2.12;1.31;0.17;0.22;0;0
7102501;Figado bovino;Carnes e visceras;13;Ensopado;396;2.1;1.23;2.12;1.31;0.17;0.22;0;0
7102601;Cupim;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;90.8;5.5;5.4;0.2;0.16;0.03;0;0;0
7102601;Cupim;Carnes e visceras;4;Assado(a);90.8;5.5;5.4;0.2;0.16;0.03;0;0;0
7102601;Cupim;Carnes e visceras;5;Frito(a);85.35;6.1;6.44;3.64;3.19;0.43;0.03;0;0
7102701;Lingua bovina;Carnes e visceras;2;Cozido(a);132;8.13;10.1;0.75;0.53;0.09;0.84;0;0
7102701;Lingua bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;132;8.13;10.1;0.75;0.53;0.09;0.84;0;0
7102701;Lingua bovina;Carnes e visceras;4;Assado(a);132;8.13;10.1;0.75;0.53;0.09;0.84;0;0
7102701;Lingua bovina;Carnes e visceras;5;Frito(a);132;8.53;10.69;2.23;1.83;0.27;0.85;0;0
7102701;Lingua bovina;Carnes e visceras;8;Molho vermelho;105.6;6.51;8.09;0.61;0.44;0.07;0.67;0.85;0
7102701;Lingua bovina;Carnes e visceras;13;Ensopado;132;8.53;10.69;2.23;1.83;0.27;0.85;0;0
7102801;Rabada de boi;Carnes e visceras;99;Nao se aplica;84;12.01;12.8;1.05;0.7;0.33;1.35;0;0
7103101;Mocoto bovino;Carnes e visceras;2;Cozido(a);83;3.54;4.49;0.85;0.73;0.02;0.03;0;0
7103101;Mocoto bovino;Carnes e visceras;13;Ensopado;83;3.54;4.49;0.85;0.73;0.02;0.03;0;0
7103101;Mocoto bovino;Carnes e visceras;15;Sopa;7.86;0.68;0.79;0.09;0.07;0.02;0.08;0.24;0
7103101;Mocoto bovino;Carnes e visceras;99;Nao se aplica;83;3.54;4.49;0.85;0.73;0.02;0.03;0;0
7103104;Braco bovino;Carnes e visceras;5;Frito(a);90;2.12;2.58;1.7;1.48;0.19;0.24;0;0
7103105;Mao bovina;Carnes e visceras;2;Cozido(a);83;3.54;4.49;0.85;0.73;0.02;0.03;0;0
7103301;Carre ;Carnes e visceras;2;Cozido(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103301;Carre ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103301;Carre ;Carnes e visceras;4;Assado(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103301;Carre ;Carnes e visceras;5;Frito(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;2;Cozido(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;4;Assado(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;5;Frito(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;6;Empanado(a)/a milanesa;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;7;Refogado(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103305;Bisteca suina;Carnes e visceras;99;Nao se aplica;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103401;Pernil suino;Carnes e visceras;2;Cozido(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7103401;Pernil suino;Carnes e visceras;4;Assado(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7103401;Pernil suino;Carnes e visceras;5;Frito(a);92;8.24;10.3;5.13;4.57;0.44;0.07;0;0
7103401;Pernil suino;Carnes e visceras;7;Refogado(a);92;8.24;10.3;5.13;4.57;0.44;0.07;0;0
7103403;Quarto suino;Carnes e visceras;2;Cozido(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7103501;Costela suina;Carnes e visceras;1;Cru(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;2;Cozido(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;4;Assado(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;5;Frito(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;7;Refogado(a);121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;8;Molho vermelho;96.8;8.9;10.79;2.2;2.02;0.09;0.07;0.85;0
7103501;Costela suina;Carnes e visceras;13;Ensopado;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103501;Costela suina;Carnes e visceras;99;Nao se aplica;121;11.12;13.48;2.73;2.51;0.11;0.08;0;0
7103701;Lombo suino;Carnes e visceras;2;Cozido(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7103701;Lombo suino;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7103701;Lombo suino;Carnes e visceras;4;Assado(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
