Codigo_do_alimento; Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Colesterol_(mg);AG_Saturados_(g);AG_Mono _(g);AG_Poli_(g);AG_Linoleico_(g);AG_Linolenico_(g);AG_Trans_total_(g);Acucar_total_(g);Acucar_de_adicao_(g)
7905201;Leite de soja com sabor light;Laticinios;99;Nao se aplica;0;0.15;0.23;0.58;0.51;0.07;0;3.86;7.48
7905203;Ades light;Laticinios;99;Nao se aplica;0;0.12;0.18;0.47;0.41;0.06;0;2.72;5.27
7905601;Creme de leite light;Laticinios;99;Nao se aplica;5;0.84;0.38;0.05;0.03;0.02;0.06;5.65;5.22
7905901;Queijo prato light;Laticinios;99;Nao se aplica;67.2;13.59;6.05;0.61;0.37;0.24;0.51;1.37;0
7906001;Queijo de minas light;Laticinios;99;Nao se aplica;8;1.22;0.55;0.06;0.04;0.02;0.06;3.6;0
7906005;Queijo de coalho light;Laticinios;99;Nao se aplica;67.2;13.59;6.05;0.61;0.37;0.24;0.51;1.37;0
7906201;Queijo ricota light;Laticinios;99;Nao se aplica;10.4;0.18;0.08;0.01;0.01;0;0;7.11;0
7906303;Queijo ralado light;Laticinios;99;Nao se aplica;88;13.32;6.1;0.46;0.22;0.24;0.57;1.37;0
7906401;Queijo polenguinho light;Laticinios;99;Nao se aplica;56;11.09;4.97;0.64;0.39;0.25;0.5;7;0
7906501;Requeijao light;Laticinios;99;Nao se aplica;56;11.09;4.97;0.64;0.39;0.25;0.5;7;0
7906601;Queijo nao especificado light;Laticinios;99;Nao se aplica;8;1.22;0.55;0.06;0.04;0.02;0.06;3.6;0
7906702;Leite achocolatado light;Laticinios;99;Nao se aplica;3;0.62;0.3;0.04;0.02;0.01;0.04;10.42;6
7906710;Bebida achocolatada light;Laticinios;99;Nao se aplica;3;0.62;0.3;0.04;0.02;0.01;0.04;10.42;6
7906801;Leite com sabor diet;Laticinios;99;Nao se aplica;9.59;2.01;0.9;0.21;0.14;0.07;0.11;6.24;0
7906802;Leite achocolatado diet;Laticinios;99;Nao se aplica;9.59;2.01;0.9;0.21;0.14;0.07;0.11;6.24;0
7906810;Bebida achocolatada diet;Laticinios;99;Nao se aplica;9.59;2.01;0.9;0.21;0.14;0.07;0.11;6.24;0
7906901;Leite de soja em po light;Laticinios;99;Nao se aplica;0;0.4;0.61;1.57;1.38;0.19;0;25.2;23.68
7907001;Leite em po com sabor;Laticinios;99;Nao se aplica;0;1.83;1.01;0.09;0.08;0.01;0;75.79;79.56
7907101;Manteiga com ou sem sal light;Laticinios;99;Nao se aplica;104.15;24.88;10.18;1.47;1.32;0.15;1.59;0.05;0
7907301;Queijo de minas frescal organico;Laticinios;99;Nao se aplica;53;8.85;4.13;0.41;0.27;0.15;0.78;10.6;0
7907305;Queijo de coalho frescal organico;Laticinios;99;Nao se aplica;89;19.07;8.75;0.9;0.64;0.26;0.73;0.68;0
8000103;Pao de hamburguer;Panificados;99;Nao se aplica;0;1.09;1.11;1.97;1.76;0.21;0.69;6.28;6.31
8000105;Pao de sal;Panificados;99;Nao se aplica;0;1;0.9;0.7;0.7;0.04;0.37;0;0
8000201;Pao doce;Panificados;99;Nao se aplica;44.09;7.88;3.53;0.66;0.6;0.05;0.42;26.57;26.19
8000203;Chineque;Panificados;99;Nao se aplica;44.09;7.88;3.53;0.66;0.6;0.05;0.42;26.57;26.19
8000218;Chineque com farofa;Panificados;99;Nao se aplica;44.09;7.88;3.53;0.66;0.6;0.05;0.42;26.57;26.19
8000229;Pao de mel;Panificados;99;Nao se aplica;57.44;11.1;5.06;0.86;0.78;0.07;0.54;52.88;60.4
8000234;Panetone;Panificados;99;Nao se aplica;50.12;1.82;2.52;5.34;4.72;0.6;0.05;15.77;13.03
8000237;Bisnaguinha;Panificados;99;Nao se aplica;4;1.38;1.88;2.51;2.29;0.22;0.41;5.68;5.5
8000240;Croissant;Panificados;99;Nao se aplica;103.66;16.07;6.86;1.27;1.15;0.11;1;6.11;4.39
8000501;Pao de forma industrializado de qualquer marca;Panificados;99;Nao se aplica;0;0.72;0.68;1.36;1.22;0.14;0.63;4.31;4.13
8000801;Pao de queijo;Panificados;99;Nao se aplica;68;0;0;0;0;0;0;0;0
8001101;Pao de milho;Panificados;99;Nao se aplica;62.83;2.96;5.28;1.37;1.27;0.08;0.83;15.48;12.11
8001401;Pao integral;Panificados;99;Nao se aplica;0;0.75;1.6;0.6;0.57;0.03;0.6;10.08;6.76
8001501;Pao nao especificado;Panificados;99;Nao se aplica;0;1;0.9;0.7;0.7;0.04;0.37;0;0
8001901;Torrada de qualquer pao;Panificados;99;Nao se aplica;0;0.9;0.8;1;0.99;0.05;0.45;0;0
8002001;Rosca doce;Panificados;99;Nao se aplica;31.95;8.06;7.72;2.84;2.65;0.17;3.55;31.83;31.54
8002002;Rosquinha doce;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002101;Rosca salgada;Panificados;99;Nao se aplica;47.3;5.24;3.11;0.7;0.6;0.08;0.2;1.52;0.66
8002106;Rosquinha salgada;Panificados;99;Nao se aplica;0;4.4;4.6;2.9;2.79;0.01;1.8;10.64;10.58
8002201;Biscoito salgado;Panificados;99;Nao se aplica;0;4.4;4.6;2.9;2.79;0.01;1.8;10.64;10.58
8002205;Presuntinho biscoito;Panificados;99;Nao se aplica;0.09;5.4;8.85;9.82;9.18;0.63;0.76;0.32;0
8002212;Biscoito de polvilho;Panificados;99;Nao se aplica;150.27;4.65;19.92;3.17;2.89;0.21;0.04;0.43;0
8002225;Bolacha salgada;Panificados;99;Nao se aplica;0;4.4;4.6;2.9;2.79;0.01;1.8;10.64;10.58
8002227;Chips (salgadinhos);Panificados;99;Nao se aplica;0;5.46;7.99;20.15;17.82;2.32;0.18;1.17;0
8002230;Baconzitos;Panificados;99;Nao se aplica;0.09;5.4;8.85;9.82;9.18;0.63;0.76;0.32;0
8002236;Biscoito salgado integral;Panificados;99;Nao se aplica;0;2.54;3.5;9.03;8.01;1.02;0.08;0.5;0
8002301;Biscoito doce;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002302;Cavaco chines;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002305;Sequilho;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002306;Tareco;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002309;Solda;Panificados;99;Nao se aplica;0;4.4;4.6;2.9;2.79;0.01;1.8;10.64;10.58
8002315;Brevidade;Panificados;99;Nao se aplica;100.29;2.74;6.61;4.29;3.94;0.3;1.91;30.11;29.72
8002334;Bolacha doce;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002335;Maria maluca (bolacha doce);Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002405;Quebraquebra;Panificados;99;Nao se aplica;0;3.9;3.7;2.2;2.13;0.1;1.58;36.52;36.53
8002502;Rocambole;Panificados;99;Nao se aplica;194.01;15.9;7.7;1.27;1.06;0.16;0.91;4.95;3.57
8002503;Cuca de qualquer tipo;Panificados;99;Nao se aplica;44.09;7.88;3.53;0.66;0.6;0.05;0.42;26.57;26.19
8002601;Bolo de milho;Panificados;99;Nao se aplica;82;4.5;3.9;1.5;1.34;0.08;1.99;8.27;5.68
8002604;Amidomil (bolinho);Panificados;99;Nao se aplica;82;4.5;3.9;1.5;1.34;0.08;1.99;8.27;5.68
8002605;Angusor de milho;Panificados;99;Nao se aplica;82;4.5;3.9;1.5;1.34;0.08;1.99;8.27;5.68
8002609;Grustoli (bolinho doce);Panificados;99;Nao se aplica;40.1;4.57;9.55;3.51;3.28;0.21;4.47;26.61;26
8002701;Bolo de aipim;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8002702;Bolo de tapioca;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8002703;Bolo de macaxeira;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8002704;Bolo de goma;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8002801;Bolo de batatadoce;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8002901;Bolo de arroz;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8003101;Bolo de cara;Panificados;99;Nao se aplica;73;5;3.9;1.1;1;0.06;1.99;17.62;15.81
8003501;Tortas doces de qualquer sabor;Panificados;99;Nao se aplica;3.76;1.79;2.63;0.61;0.55;0.06;1.06;7.47;5.55
8003601;Tortas salgadas de qualquer sabor;Panificados;99;Nao se aplica;23.27;5.19;3.27;0.43;0.35;0.08;0.42;27.12;14.31
8003701;Sonho;Panificados;99;Nao se aplica;45.63;4.48;8.56;3.3;3.09;0.19;3.47;21.09;19.63
8003702;Filhos (bolinho de farinha de trigo e ovos);Panificados;99;Nao se aplica;40.1;4.57;9.55;3.51;3.28;0.21;4.47;26.61;26
8003801;Bolo de chocolate;Panificados;99;Nao se aplica;209.07;1.98;2.22;0.8;0.68;0.02;0;40.39;39.44
8003902;Brioche;Panificados;99;Nao se aplica;99.04;4.92;5.54;2.67;2.49;0.13;1.2;8.24;7.14
8004001;Bolo de laranja;Panificados;99;Nao se aplica;67.72;5.29;4.91;1.91;1.78;0.11;0.28;34.4;30.76
8004101;Bolo de coco;Panificados;99;Nao se aplica;137.69;5.59;1.56;0.59;0.51;0.02;0;39.36;37.56
8004201;Bolo de cenoura;Panificados;99;Nao se aplica;95.41;10.37;4.59;0.88;0.78;0.07;0.63;26.61;25.46
8004601;Bolo de trigo;Panificados;99;Nao se aplica;160.65;1.27;1.57;0.62;0.53;0.02;0;39.84;37.88
8004701;Broa;Panificados;99;Nao se aplica;0;0;0;0;0;0;0;0;0
8004801;Biscoito recheado;Panificados;99;Nao se aplica;0;6.2;6.6;1.7;1.68;0.06;4.21;40.62;40.53
8004807;Waffer (biscoito);Panificados;99;Nao se aplica;15.64;2.76;4.67;4.18;3.87;0.29;1.4;34.84;33.85
8004809;Alfajores (biscoito);Panificados;99;Nao se aplica;0.02;7.63;10.27;3.41;3.18;0.15;4.85;25.21;24.8
8004810;Bolacha recheada;Panificados;99;Nao se aplica;0;6.2;6.6;1.7;1.68;0.06;4.21;40.62;40.53
8004813;Rosca recheada;Panificados;99;Nao se aplica;78.21;15.89;7.55;1.12;1.01;0.09;0.6;74.97;75.63
8004814;Rosquinha recheada de qualquer sabor;Panificados;99;Nao se aplica;0;6.2;6.6;1.7;1.68;0.06;4.21;40.62;40.53
8005201;Biscoito nao especificado;Panificados;99;Nao se aplica;0;4.4;4.6;2.9;2.79;0.01;1.8;10.64;10.58
8006101;Crepe;Panificados;99;Nao se aplica;77.23;4.8;5.14;1.26;1.13;0.09;0.76;1.75;0
8006501;Pao diet (de forma industrializado);Panificados;99;Nao se aplica;0;0.34;0.25;0.97;0.92;0.05;0;4.11;3.82
8006601;Pao light (de forma industrializado);Panificados;99;Nao se aplica;0;0.34;0.25;0.97;0.92;0.05;0;4.11;3.82
8006701;Pao de queijo light;Panificados;99;Nao se aplica;68;0;0;0;0;0;0;0;0
8006801;Pao integral light;Panificados;99;Nao se aplica;0;0.34;0.25;0.97;0.92;0.05;0;4.11;3.82
8007001;Tortas doces de qualquer sabor light;Panificados;99;Nao se aplica;3.76;1.79;2.63;0.61;0.55;0.06;1.06;7.84;5.92
8007101;Tortas doces de qualquer sabor diet;Panificados;99;Nao se aplica;3.76;1.75;2.62;0.58;0.53;0.05;1.06;2.31;0.22
8007302;Filhos (bolinho de farinha de trigo e ovos) light;Panificados;99;Nao se aplica;46.5;5.3;11.07;4.06;3.79;0.24;5.19;15.48;14.25
8007402;Filhos (bolinho de farinha de trigo e ovos) diet;Panificados;99;Nao se aplica;46.5;5.3;11.07;4.06;3.79;0.24;5.19;15.48;14.25
8007501;Bolo de chocolate light;Panificados;99;Nao se aplica;49.83;5.44;2.71;0.5;0.45;0.03;0.16;32.49;32.25
8007601;Bolo de chocolate diet;Panificados;99;Nao se aplica;49.83;5.44;2.71;0.5;0.45;0.03;0.16;32.49;32.25
8007701;Bolo de laranja light;Panificados;99;Nao se aplica;57.98;2.97;3.96;1.77;1.65;0.09;0.14;34.4;30.76
8008001;Bolo de coco diet;Panificados;99;Nao se aplica;49.83;5.44;2.71;0.5;0.45;0.03;0.16;32.49;32.25
8008201;Bolo de cenoura diet;Panificados;99;Nao se aplica;73.79;5.2;2.48;0.57;0.51;0.04;0.3;26.6;25.46
8008301;Biscoito recheado light;Panificados;99;Nao se aplica;0;4.09;6.27;2.38;1.83;0.55;0.05;41.18;41.04
8008305;Biscoito waffer light;Panificados;99;Nao se aplica;0.02;1.04;2.83;2.62;2.44;0.18;0.93;47.65;47.43
8008307;Waffer (biscoito) light;Panificados;99;Nao se aplica;0.02;1.04;2.83;2.62;2.44;0.18;0.93;47.65;47.43
8008309;Alfajores (biscoito) light;Panificados;99;Nao se aplica;0;4.09;6.27;2.38;1.83;0.55;0.05;41.18;41.04
8008310;Bolacha recheada light;Panificados;99;Nao se aplica;0;4.09;6.27;2.38;1.83;0.55;0.05;41.18;41.04
8008401;Biscoito recheado diet;Panificados;99;Nao se aplica;0.09;2.17;12.4;5.73;3.96;1.77;0.08;5.54;0.55
8008408;Rosquinha recheada de qualquer sabor diet;Panificados;99;Nao se aplica;0.09;2.17;12.4;5.73;3.96;1.77;0.08;5.54;0.55
8008410;Bolacha recheada diet;Panificados;99;Nao se aplica;0.09;2.17;12.4;5.73;3.96;1.77;0.08;5.54;0.55
8010001;Pao doce diet;Panificados;99;Nao se aplica;32.81;4.06;1.8;0.44;0.4;0.03;0.25;29.12;28.98
8010029;Pao de mel diet;Panificados;99;Nao se aplica;38.81;6.65;3.24;0.6;0.54;0.04;0.26;52.87;60.4
8010034;Panetone diet;Panificados;99;Nao se aplica;50.12;1.82;2.52;5.34;4.72;0.6;0.05;15.77;13.03
8010101;Biscoito salgado light;Panificados;99;Nao se aplica;0;2.17;2.96;7.89;6.98;0.91;0.07;10.3;11.37
8010125;Bolacha salgada light;Panificados;99;Nao se aplica;0;2.17;2.96;7.89;6.98;0.91;0.07;10.3;11.37
8010127;Chips (salgadinhos) light;Panificados;99;Nao se aplica;0;1.15;1.52;4.01;3.52;0.5;0.04;8.11;6.62
8010401;Biscoito doce light;Panificados;99;Nao se aplica;0;1.14;2.59;0.69;0.65;0.02;1.4;41.49;42.61
8010434;Bolacha doce light;Panificados;99;Nao se aplica;0;1.14;2.59;0.69;0.65;0.02;1.4;41.49;42.61
8010501;Biscoito doce diet;Panificados;99;Nao se aplica;0.09;5.32;12.95;2.36;2.2;0.07;7.09;3.99;0
8010534;Bolacha doce diet;Panificados;99;Nao se aplica;0.09;5.32;12.95;2.36;2.2;0.07;7.09;3.99;0
8010601;Bolo de banana;Panificados;99;Nao se aplica;56.72;5.31;2.41;0.53;0.47;0.05;0.32;31.79;26.64
8100101;Carneseca;Carnes industrializadas;2;Cozido(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100101;Carneseca;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100101;Carneseca;Carnes industrializadas;4;Assado(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100101;Carneseca;Carnes industrializadas;5;Frito(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100101;Carneseca;Carnes industrializadas;7;Refogado(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100101;Carneseca;Carnes industrializadas;8;Molho vermelho;80;8.41;6.65;0.33;0.21;0.06;0;0.85;0
8100101;Carneseca;Carnes industrializadas;13;Ensopado;94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100102;Carne de charque;Carnes industrializadas;1;Cru(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100102;Carne de charque;Carnes industrializadas;2;Cozido(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100102;Carne de charque;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100102;Carne de charque;Carnes industrializadas;4;Assado(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100102;Carne de charque;Carnes industrializadas;5;Frito(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100102;Carne de charque;Carnes industrializadas;7;Refogado(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100102;Carne de charque;Carnes industrializadas;8;Molho vermelho;80;8.41;6.65;0.33;0.21;0.06;0;0.85;0
8100102;Carne de charque;Carnes industrializadas;13;Ensopado;94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100103;Jaba;Carnes industrializadas;2;Cozido(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100103;Jaba;Carnes industrializadas;5;Frito(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100103;Jaba;Carnes industrializadas;7;Refogado(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100103;Jaba;Carnes industrializadas;99;Nao se aplica;100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100201;Carne de sol;Carnes industrializadas;1;Cru(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100201;Carne de sol;Carnes industrializadas;2;Cozido(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100201;Carne de sol;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100201;Carne de sol;Carnes industrializadas;4;Assado(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100201;Carne de sol;Carnes industrializadas;5;Frito(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100201;Carne de sol;Carnes industrializadas;13;Ensopado;94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100202;Carne do sertao;Carnes industrializadas;2;Cozido(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100202;Carne do sertao;Carnes industrializadas;4;Assado(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
8100202;Carne do sertao;Carnes industrializadas;5;Frito(a);94;10.8;9.16;3.82;3.27;0.48;0.03;0;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;1;Cru(a);86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;2;Cozido(a);86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;4;Assado(a);86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;5;Frito(a);86;4.78;5.26;1.88;1.6;0.23;0.71;0;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;8;Molho vermelho;68.8;3.51;3.75;0.33;0.25;0.04;0.55;0.85;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;99;Nao se aplica;86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8100802;Copa de porco defumada;Carnes industrializadas;99;Nao se aplica;62;5.44;7.65;3.26;2.93;0.33;0.06;0;0
8101005;Bacon;Carnes industrializadas;99;Nao se aplica;110;13.74;18.52;4.55;4;0.2;0.31;0.59;1.43
8101101;Hamburguer de frango;Carnes industrializadas;2;Cozido(a);44.34;2.93;3.63;2.23;1.96;0.15;0.93;2.85;1.1
8101101;Hamburguer de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;44.34;2.93;3.63;2.23;1.96;0.15;0.93;2.85;1.1
8101101;Hamburguer de frango;Carnes industrializadas;4;Assado(a);44.34;2.93;3.63;2.23;1.96;0.15;0.93;2.85;1.1
8101101;Hamburguer de frango;Carnes industrializadas;5;Frito(a);44.34;4;5.19;6.18;5.45;0.62;0.96;2.85;1.1
8101101;Hamburguer de frango;Carnes industrializadas;6;Empanado(a)/a milanesa;44.34;4;5.19;6.18;5.45;0.62;0.96;2.85;1.1
8101101;Hamburguer de frango;Carnes industrializadas;99;Nao se aplica;44.34;2.93;3.63;2.23;1.96;0.15;0.93;2.85;1.1
8102101;Salsicha no varejo;Carnes industrializadas;1;Cru(a);52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;2;Cozido(a);52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;4;Assado(a);52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;5;Frito(a);52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;7;Refogado(a);52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;8;Molho vermelho;49.19;10.22;10.72;2.49;2.13;0.26;0.74;3.56;2.88
8102101;Salsicha no varejo;Carnes industrializadas;9;Molho branco;56.8;10.37;13.75;3.14;2.78;0.26;2.02;1.92;2.16
8102101;Salsicha no varejo;Carnes industrializadas;10;Ao alho e oleo;52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;11;Com manteiga/oleo;52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;13;Ensopado;52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102101;Salsicha no varejo;Carnes industrializadas;99;Nao se aplica;52.95;10.86;12.6;2.98;2.55;0.29;0.8;3.15;3.61
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;1;Cru(a);71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;2;Cozido(a);71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;4;Assado(a);71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;5;Frito(a);71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;6;Empanado(a)/a milanesa;71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;7;Refogado(a);71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;8;Molho vermelho;56.8;10.37;13.75;3.14;2.78;0.26;2.02;1.92;2.16
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;11;Com manteiga/oleo;71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;13;Ensopado;71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;99;Nao se aplica;71;12.96;17.18;3.9;3.46;0.32;2.52;1.34;2.7
8102207;Linguica de frango;Carnes industrializadas;1;Cru(a);80;4.7;6.8;3.4;3;0.17;0;0;0
8102207;Linguica de frango;Carnes industrializadas;2;Cozido(a);80;4.7;6.8;3.4;3;0.17;0;0;0
8102207;Linguica de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;80;4.7;6.8;3.4;3;0.17;0;0;0
8102207;Linguica de frango;Carnes industrializadas;4;Assado(a);80;4.7;6.8;3.4;3;0.17;0;0;0
8102207;Linguica de frango;Carnes industrializadas;5;Frito(a);76;5;7.2;4.3;3.85;0.25;0;0;0
8102401;Chourico;Carnes industrializadas;99;Nao se aplica;120;13.4;15.9;3.46;3.2;0.26;0.08;1.31;1.1
8102402;Morcela;Carnes industrializadas;99;Nao se aplica;120;13.4;15.9;3.46;3.2;0.26;0.08;1.31;1.1
8102403;Morcilha;Carnes industrializadas;1;Cru(a);120;13.4;15.9;3.46;3.2;0.26;0.08;1.31;1.1
8102403;Morcilha;Carnes industrializadas;2;Cozido(a);120;13.4;15.9;3.46;3.2;0.26;0.08;1.31;1.1
8102501;Paio;Carnes industrializadas;2;Cozido(a);84;9.13;12.38;3.73;3.29;0.14;0.11;0.14;0
8102601;Mortadela;Carnes industrializadas;99;Nao se aplica;60;10.21;12.81;2.92;2.48;0.44;0.8;2.54;2.71
8102701;Salame;Carnes industrializadas;99;Nao se aplica;89;9.32;11.13;2.53;2.26;0.13;0.59;0.96;0.96
8102702;Salaminho;Carnes industrializadas;99;Nao se aplica;89;9.32;11.13;2.53;2.26;0.13;0.59;0.96;0.96
8102801;Blanquet de peru;Carnes industrializadas;99;Nao se aplica;72;1.53;1.9;1.32;0.67;0.03;0.11;2.04;2.04
8102901;Presunto ;Carnes industrializadas;99;Nao se aplica;62;5.04;7.07;1.78;1.62;0.16;0.04;0;0
8103001;Hamburguer de peru;Carnes industrializadas;2;Cozido(a);48.64;2.62;3;1.98;1.75;0.14;0.86;2.85;1.1
8103001;Hamburguer de peru;Carnes industrializadas;4;Assado(a);48.64;2.62;3;1.98;1.75;0.14;0.86;2.85;1.1
8103001;Hamburguer de peru;Carnes industrializadas;6;Empanado(a)/a milanesa;48.64;3.69;4.56;5.93;5.23;0.6;0.89;2.85;1.1
8103101;Hamburguer nao especificado;Carnes industrializadas;2;Cozido(a);86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8103101;Hamburguer nao especificado;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8103101;Hamburguer nao especificado;Carnes industrializadas;4;Assado(a);86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8103101;Hamburguer nao especificado;Carnes industrializadas;5;Frito(a);86;4.78;5.26;1.88;1.6;0.23;0.71;0;0
8103101;Hamburguer nao especificado;Carnes industrializadas;99;Nao se aplica;86;4.38;4.68;0.4;0.3;0.05;0.69;0;0
8103601;Apresuntado;Carnes industrializadas;99;Nao se aplica;59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
8103901;Pururuca de porco;Carnes industrializadas;99;Nao se aplica;95;11.37;14.78;3.64;3.35;0.26;0.31;0;0
8103902;Pele de porco preparada (pururuca);Carnes industrializadas;99;Nao se aplica;95;11.37;14.78;3.64;3.35;0.26;0.31;0;0
8104001;Pate (figado. calabresa. frango. presunto. etc.);Carnes industrializadas;99;Nao se aplica;158;10.6;13.34;2.6;2.45;0.14;2.36;0.51;0.59
8104101;Carne de aves defumada;Carnes industrializadas;99;Nao se aplica;85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
8104601;Carne salgada nao especificada;Carnes industrializadas;2;Cozido(a);100;10.5;8.3;0.4;0.24;0.08;0.93;0;0
