Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Calcio_(mg);Magnesio _(mg);Manganes _(mg);Fosforo_(mg);Ferro _(mg);Sodio_(mg);Sodio _de _adicao _(mg);Potassio_(mg);Cobre _(mg);Zinco_(mg);Selenio_(mcg)
7907301;Queijo de minas frescal organico;Laticinios;99;Nao se aplica;529;33;0.01;829;0.2;1587;0;330;0.03;2.36;12.4
7907305;Queijo de coalho frescal organico;Laticinios;99;Nao se aplica;746;27;0.01;444;0.72;536;0;81;0.03;3;14.5
8000103;Pao de hamburguer;Panificados;99;Nao se aplica;138;21;0.27;62;3.32;479;0;94;0.22;0.66;19.5
8000105;Pao de sal;Panificados;99;Nao se aplica;16;25;0.46;95;1;648;0;142;0.13;0.8;0
8000201;Pao doce;Panificados;99;Nao se aplica;32.49;18.08;0.44;73.44;2.09;207.79;0;98.68;0.11;0.5;14.37
8000203;Chineque;Panificados;99;Nao se aplica;32.49;18.08;0.44;73.44;2.09;194.29;0;98.68;0.11;0.5;14.37
8000218;Chineque com farofa;Panificados;99;Nao se aplica;32.49;18.08;0.44;73.44;2.09;194.29;0;98.68;0.11;0.5;14.37
8000229;Pao de mel;Panificados;99;Nao se aplica;89.98;107;0.94;73.67;3.54;153.34;0;600.85;0.31;0.61;18.83
8000234;Panetone;Panificados;99;Nao se aplica;19.44;15.99;0.39;96.56;2.85;210.02;0;139.79;0.1;0.58;25.5
8000237;Bisnaguinha;Panificados;99;Nao se aplica;178;26;0.58;122;3.72;536;0;139;0.14;0.99;26.8
8000240;Croissant;Panificados;99;Nao se aplica;52.94;16.93;0.37;114.31;2.7;130.47;0;129.95;0.09;0.65;22
8000501;Pao de forma industrializado de qualquer marca;Panificados;99;Nao se aplica;151;23;0.48;99;3.74;681;0;100;0.25;0.74;17.3
8000801;Pao de queijo;Panificados;99;Nao se aplica;102;8;0.03;94;0.3;773;0;93;0.01;0.6;0
8001101;Pao de milho;Panificados;99;Nao se aplica;71;19.82;0.22;373.82;1.86;774.22;0;126.11;0.06;0.62;8.91
8001401;Pao integral;Panificados;99;Nao se aplica;107;82;2.14;202;2.43;472;0;248;0.38;1.8;40.3
8001501;Pao nao especificado;Panificados;99;Nao se aplica;16;25;0.46;95;1;648;0;142;0.13;0.8;0
8001901;Torrada de qualquer pao;Panificados;99;Nao se aplica;19;32;0.55;114;1.2;829;0;189;0.16;0.9;0
8002001;Rosca doce;Panificados;99;Nao se aplica;66.53;10.54;0.28;75.85;1.62;175.07;0;74.07;0.06;0.4;13.22
8002002;Rosquinha doce;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002101;Rosca salgada;Panificados;99;Nao se aplica;213.03;19.04;0.24;208.42;1.93;511;0;143.54;0.09;1.42;19.32
8002106;Rosquinha salgada;Panificados;99;Nao se aplica;20;40;0;148;2.2;854;0;181;0.18;1.1;0
8002201;Biscoito salgado;Panificados;99;Nao se aplica;20;40;0;148;2.2;854;0;181;0.18;1.1;0
8002205;Presuntinho biscoito;Panificados;99;Nao se aplica;31.34;18.25;0.55;92.97;3.76;833.41;0;96.79;0.14;0.62;30.22
8002212;Biscoito de polvilho;Panificados;99;Nao se aplica;18.28;3.56;0.01;60.96;0.57;536.68;0;45.01;0;0.37;10.92
8002225;Bolacha salgada;Panificados;99;Nao se aplica;20;40;0;148;2.2;854;0;181;0.18;1.1;0
8002227;Chips (salgadinhos);Panificados;99;Nao se aplica;2.47;24.52;0.13;73.5;3.05;601.77;0;106.52;0.05;0.5;23.7
8002230;Baconzitos;Panificados;99;Nao se aplica;31.34;18.25;0.55;92.97;3.76;833.41;0;96.79;0.14;0.62;30.22
8002236;Biscoito salgado integral;Panificados;99;Nao se aplica;28.91;115.73;3.19;290.12;3.27;643.7;0;339.73;0.32;2.46;65.93
8002301;Biscoito doce;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002302;Cavaco chines;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002305;Sequilho;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002306;Tareco;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002309;Solda;Panificados;99;Nao se aplica;20;40;0;148;2.2;854;0;181;0.18;1.1;0
8002315;Brevidade;Panificados;99;Nao se aplica;29.07;3.74;0.15;45.4;0.38;162.4;0;39.93;0.02;0.3;7.41
8002334;Bolacha doce;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002335;Maria maluca (bolacha doce);Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002405;Quebra quebra;Panificados;99;Nao se aplica;54;37;0;166;1.8;352;0;142;0.17;1;0
8002502;Rocambole;Panificados;99;Nao se aplica;45.49;9.84;0.13;93.2;1.18;50.56;0;92.24;0.04;0.53;15.22
8002503;Cuca de qualquer tipo;Panificados;99;Nao se aplica;32.49;18.08;0.44;73.44;2.09;194.29;0;98.68;0.11;0.5;14.37
8002601;Bolo de milho;Panificados;99;Nao se aplica;83;10;0.11;128;0.7;134;0;118;0.04;0.4;0
8002604;Amidomil (bolinho);Panificados;99;Nao se aplica;83;10;0.11;128;0.7;134;0;118;0.04;0.4;0
8002605;Angusor de milho;Panificados;99;Nao se aplica;83;10;0.11;128;0.7;134;0;118;0.04;0.4;0
8002609;Grustoli (bolinho doce);Panificados;99;Nao se aplica;80.51;11.37;0.28;90.04;1.95;211.11;0;78.11;0.06;0.44;16
8002701;Bolo de aipim;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8002702;Bolo de tapioca;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8002703;Bolo de macaxeira;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8002704;Bolo de goma;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8002801;Bolo de batata doce;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8002901;Bolo de arroz;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8003101;Bolo de cara;Panificados;99;Nao se aplica;85;10;0.11;122;0.5;111;0;135;0.05;0.4;0
8003501;Tortas doces de qualquer sabor;Panificados;99;Nao se aplica;51.33;9.4;0.07;51.12;0.4;148.33;0;81.32;0.04;0.25;4.52
8003601;Tortas salgadas de qualquer sabor;Panificados;99;Nao se aplica;17.95;12;0.15;49.97;1.17;161.34;0;205.7;0.1;0.53;5.38
8003701;Sonho;Panificados;99;Nao se aplica;40.17;12.42;0.25;93.1;1.94;132.89;0;110.06;0.06;0.53;15.74
8003702;Filhos (bolinho de farinha de trigo e ovos);Panificados;99;Nao se aplica;80.51;11.37;0.28;90.04;1.95;211.11;0;78.11;0.06;0.44;16
8003801;Bolo de chocolate;Panificados;99;Nao se aplica;33.65;29.57;0.3;133.44;2.67;63.07;0;151.89;0.2;0.93;17.03
8003902;Brioche;Panificados;99;Nao se aplica;35.3;16.35;0.38;117.86;2.9;225.41;0;120.31;0.09;0.71;25.57
8004001;Bolo de laranja;Panificados;99;Nao se aplica;68.71;32.54;0.64;82.73;1.98;102.03;0;255.24;0.19;0.65;12.46
8004101;Bolo de coco;Panificados;99;Nao se aplica;22.51;15.82;0.48;91.55;1.52;78.47;0;161.56;0.08;0.73;18.33
8004201;Bolo de cenoura;Panificados;99;Nao se aplica;25.69;9.25;0.25;57.53;1.26;240.28;0;106.73;0.04;0.36;11.65
8004601;Bolo de trigo;Panificados;99;Nao se aplica;23.76;10.13;0.15;88.97;1.46;47.87;0;132.31;0.04;0.55;18.6
8004701;Broa;Panificados;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0
8004801;Biscoito recheado;Panificados;99;Nao se aplica;27;48;0;139;2.3;239;0;232;0.27;1;0
8004807;Waffer (biscoito);Panificados;99;Nao se aplica;34.82;23.45;0.47;91.23;2.82;717.78;0;114.85;0.2;0.7;23.79
8004809;Alfajores (biscoito);Panificados;99;Nao se aplica;68.59;26.03;0.49;102.32;3.09;354.18;0;119.45;0.17;0.59;21.11
8004810;Bolacha recheada;Panificados;99;Nao se aplica;27;48;0;139;2.3;239;0;232;0.27;1;0
8004813;Rosca recheada;Panificados;99;Nao se aplica;53.67;56.23;0.65;112.99;3.25;151.83;0;182.93;0.44;1.37;12.72
8004814;Rosquinha recheada de qualquer sabor;Panificados;99;Nao se aplica;27;48;0;139;2.3;239;0;232;0.27;1;0
8005201;Biscoito nao especificado;Panificados;99;Nao se aplica;20;40;0;148;2.2;854;0;181;0.18;1.1;0
8006101;Crepe;Panificados;99;Nao se aplica;91.91;21.82;0.13;163;1.54;332.45;50;198.64;0.09;2.7;13.68
8006501;Pao diet (de forma industrializado);Panificados;99;Nao se aplica;80;39;0.85;102;2.96;511;0;122;0.14;1.12;30.4
8006601;Pao light (de forma industrializado);Panificados;99;Nao se aplica;80;39;0.85;102;2.96;511;0;122;0.14;1.12;30.4
8006701;Pao de queijo light;Panificados;99;Nao se aplica;102;8;0.03;94;0.3;773;0;93;0.01;0.6;0
8006801;Pao integral light;Panificados;99;Nao se aplica;80;39;0.85;102;2.96;511;0;122;0.14;1.12;30.4
8007001;Tortas doces de qualquer sabor light;Panificados;99;Nao se aplica;51.45;9.66;0.07;51.53;0.41;236.66;0;82.69;0.05;0.26;4.53
8007101;Tortas doces de qualquer sabor diet;Panificados;99;Nao se aplica;52.43;8.34;0.06;49.79;0.52;141.83;0;108.17;0.04;0.21;4.43
8007302;Filhos (bolinho de farinha de trigo e ovos) light;Panificados;99;Nao se aplica;93.2;13.18;0.33;104.4;2.26;244.63;0;90.26;0.07;0.51;18.46
8007402;Filhos (bolinho de farinha de trigo e ovos) diet;Panificados;99;Nao se aplica;93.2;13.18;0.33;104.4;2.26;244.63;0;90.26;0.07;0.51;18.46
8007501;Bolo de chocolate light;Panificados;99;Nao se aplica;43.44;32.2;0.49;82.61;2.59;150.69;0;103.85;0.29;1.02;11.53
8007601;Bolo de chocolate diet;Panificados;99;Nao se aplica;43.44;32.2;0.49;82.61;2.59;150.69;0;103.85;0.29;1.02;11.53
8007701;Bolo de laranja light;Panificados;99;Nao se aplica;67.71;32.47;0.64;81.64;1.98;104.21;0;254.15;0.19;0.65;12.41
8008001;Bolo de coco diet;Panificados;99;Nao se aplica;43.44;32.2;0.49;82.61;2.59;150.69;0;103.85;0.29;1.02;11.53
8008201;Bolo de cenoura diet;Panificados;99;Nao se aplica;23.47;9.09;0.25;55.11;1.26;245.13;0;104.32;0.04;0.35;11.55
8008301;Biscoito recheado light;Panificados;99;Nao se aplica;18.24;54.3;0.62;109.86;3.11;558.19;0;182.37;0.4;0.9;14.99
8008305;Biscoito waffer light;Panificados;99;Nao se aplica;18.6;10.59;0.3;54.05;2.01;379.36;0;59.82;0.09;0.35;18.01
8008307;Waffer (biscoito) light;Panificados;99;Nao se aplica;18.6;10.59;0.3;54.05;2.01;379.36;0;59.82;0.09;0.35;18.01
8008309;Alfajores (biscoito) light;Panificados;99;Nao se aplica;18.24;54.3;0.62;109.86;3.11;558.19;0;182.37;0.4;0.9;14.99
8008310;Bolacha recheada light;Panificados;99;Nao se aplica;18.24;54.3;0.62;109.86;3.11;558.19;0;182.37;0.4;0.9;14.99
8008401;Biscoito recheado diet;Panificados;99;Nao se aplica;49.3;32.86;0.38;83.8;2.07;459.74;0;110.47;0.25;0.63;9.21
8008408;Rosquinha recheada de qualquer sabor diet;Panificados;99;Nao se aplica;49.3;32.86;0.38;83.8;2.07;459.74;0;110.47;0.25;0.63;9.21
8008410;Bolacha recheada diet;Panificados;99;Nao se aplica;49.3;32.86;0.38;83.8;2.07;459.74;0;110.47;0.25;0.63;9.21
8010001;Pao doce diet;Panificados;99;Nao se aplica;29.48;10.75;0.39;63.81;1.89;197.86;0;74.97;0.06;0.39;14.09
8010029;Pao de mel diet;Panificados;99;Nao se aplica;88.07;106.86;0.94;71.59;3.54;157.52;0;598.77;0.31;0.6;18.74
8010034;Panetone diet;Panificados;99;Nao se aplica;19.44;15.99;0.39;96.56;2.85;210.02;0;139.79;0.1;0.58;25.5
8010101;Biscoito salgado light;Panificados;99;Nao se aplica;46.22;40.7;1.78;174.41;4;899.27;0;170.85;0.19;1.7;37.57
8010125;Bolacha salgada light;Panificados;99;Nao se aplica;46.22;40.7;1.78;174.41;4;899.27;0;170.85;0.19;1.7;37.57
8010127;Chips (salgadinhos) light;Panificados;99;Nao se aplica;32.98;77.83;0.89;194.53;0.87;634.57;0;558.43;0.08;0.73;24.59
8010401;Biscoito doce light;Panificados;99;Nao se aplica;19.33;44.76;1.11;113.01;2.56;546.4;0;170.02;0.15;0.9;27.57
8010434;Bolacha doce light;Panificados;99;Nao se aplica;19.33;44.76;1.11;113.01;2.56;546.4;0;170.02;0.15;0.9;27.57
8010501;Biscoito doce diet;Panificados;99;Nao se aplica;51.03;24.91;0.85;103.69;2.75;407.53;0;91.9;0.11;0.71;18.95
8010534;Bolacha doce diet;Panificados;99;Nao se aplica;51.03;24.91;0.85;103.69;2.75;407.53;0;91.9;0.11;0.71;18.95
8010601;Bolo de banana;Panificados;99;Nao se aplica;29.47;16.89;0.25;57.18;1.21;218.07;0;184.18;0.06;0.33;10.53
8100101;Carne seca;Carnes industrializadas;2;Cozido(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100101;Carne seca;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100101;Carne seca;Carnes industrializadas;4;Assado(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100101;Carne seca;Carnes industrializadas;5;Frito(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100101;Carne seca;Carnes industrializadas;7;Refogado(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100101;Carne seca;Carnes industrializadas;8;Molho vermelho;13;12.8;0.04;70.8;1.72;1659.2;0;135;0.05;6.2;0.04
8100101;Carne seca;Carnes industrializadas;13;Ensopado;12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100102;Carne de charque;Carnes industrializadas;1;Cru(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100102;Carne de charque;Carnes industrializadas;2;Cozido(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100102;Carne de charque;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100102;Carne de charque;Carnes industrializadas;4;Assado(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100102;Carne de charque;Carnes industrializadas;5;Frito(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100102;Carne de charque;Carnes industrializadas;7;Refogado(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100102;Carne de charque;Carnes industrializadas;8;Molho vermelho;13;12.8;0.04;70.8;1.72;1659.2;0;135;0.05;6.2;0.04
8100102;Carne de charque;Carnes industrializadas;13;Ensopado;12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100103;Jaba;Carnes industrializadas;2;Cozido(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100103;Jaba;Carnes industrializadas;5;Frito(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100103;Jaba;Carnes industrializadas;7;Refogado(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100103;Jaba;Carnes industrializadas;99;Nao se aplica;13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100201;Carne de sol;Carnes industrializadas;1;Cru(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100201;Carne de sol;Carnes industrializadas;2;Cozido(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100201;Carne de sol;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100201;Carne de sol;Carnes industrializadas;4;Assado(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100201;Carne de sol;Carnes industrializadas;5;Frito(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100201;Carne de sol;Carnes industrializadas;13;Ensopado;12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100202;Carne do sertao;Carnes industrializadas;2;Cozido(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100202;Carne do sertao;Carnes industrializadas;4;Assado(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8100202;Carne do sertao;Carnes industrializadas;5;Frito(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8100502;Hamburguer de carne bovina;Carnes industrializadas;1;Cru(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8100502;Hamburguer de carne bovina;Carnes industrializadas;2;Cozido(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8100502;Hamburguer de carne bovina;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8100502;Hamburguer de carne bovina;Carnes industrializadas;4;Assado(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8100502;Hamburguer de carne bovina;Carnes industrializadas;5;Frito(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
8100502;Hamburguer de carne bovina;Carnes industrializadas;8;Molho vermelho;13;20;0.03;159.6;2.52;153.6;499;306.2;0.09;5.36;17.32
8100502;Hamburguer de carne bovina;Carnes industrializadas;99;Nao se aplica;13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8100802;Copa de porco defumada;Carnes industrializadas;99;Nao se aplica;8;17;0.03;243;1.37;941;0;357;0.13;2.5;37.08
8101005;Bacon;Carnes industrializadas;99;Nao se aplica;11;33;0.02;533;1.44;2310;0;565;0.16;3.5;62
8101101;Hamburguer de frango;Carnes industrializadas;2;Cozido(a);71.17;20.85;0.13;146.93;1.26;121.92;197;197.35;0.07;1.29;15.53
8101101;Hamburguer de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;71.17;20.85;0.13;146.93;1.26;121.92;197;197.35;0.07;1.29;15.53
8101101;Hamburguer de frango;Carnes industrializadas;4;Assado(a);71.17;20.85;0.13;146.93;1.26;121.92;197;197.35;0.07;1.29;15.53
8101101;Hamburguer de frango;Carnes industrializadas;5;Frito(a);71.17;20.85;0.13;146.93;1.26;121.92;197;197.35;0.07;1.29;18.67
8101101;Hamburguer de frango;Carnes industrializadas;6;Empanado(a)/a milanesa;71.17;20.85;0.13;146.93;1.26;121.92;197;197.35;0.07;1.29;18.67
8101101;Hamburguer de frango;Carnes industrializadas;99;Nao se aplica;71.17;20.85;0.13;146.93;1.26;121.92;197;197.35;0.07;1.29;15.53
8102101;Salsicha no varejo;Carnes industrializadas;1;Cru(a);16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;2;Cozido(a);16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;4;Assado(a);16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;5;Frito(a);16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;7;Refogado(a);16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;8;Molho vermelho;36.07;8.94;0.02;82.63;0.72;960.69;0;117.1;0.04;1.16;9.1
8102101;Salsicha no varejo;Carnes industrializadas;9;Molho branco;10.6;12.8;0.05;90.8;1.11;748.8;0;217.4;0.06;1.54;11.56
8102101;Salsicha no varejo;Carnes industrializadas;10;Ao alho e oleo;16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;11;Com manteiga/oleo;16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;13;Ensopado;16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102101;Salsicha no varejo;Carnes industrializadas;99;Nao se aplica;16.49;8.28;0.01;78.68;0.81;1174.71;0;108.81;0.05;1.34;9.92
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;1;Cru(a);10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;2;Cozido(a);10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;4;Assado(a);10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;5;Frito(a);10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;6;Empanado(a)/a milanesa;10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;7;Refogado(a);10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;8;Molho vermelho;10.6;12.8;0.05;90.8;1.11;748.8;0;217.4;0.06;1.54;11.56
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;11;Com manteiga/oleo;10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;13;Ensopado;10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;99;Nao se aplica;10;12;0.04;107;1.13;805;0;189;0.04;1.87;14.4
8102207;Linguica de frango;Carnes industrializadas;1;Cru(a);14;21;0.1;228;0.7;1351;0;356;0.09;1;0
8102207;Linguica de frango;Carnes industrializadas;2;Cozido(a);14;21;0.1;228;0.7;1351;0;356;0.09;1;0
8102207;Linguica de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;14;21;0.1;228;0.7;1351;0;356;0.09;1;0
8102207;Linguica de frango;Carnes industrializadas;4;Assado(a);14;21;0.1;228;0.7;1351;0;356;0.09;1;0
8102207;Linguica de frango;Carnes industrializadas;5;Frito(a);15;29;0.1;262;0.8;1374;0;364;0.04;1.2;0
8102401;Chourico;Carnes industrializadas;99;Nao se aplica;6;8;0.01;22;6.4;680;0;38;0.04;1.3;15.5
8102402;Morcela;Carnes industrializadas;99;Nao se aplica;6;8;0.01;22;6.4;680;0;38;0.04;1.3;15.5
8102403;Morcilha;Carnes industrializadas;1;Cru(a);6;8;0.01;22;6.4;680;0;38;0.04;1.3;15.5
8102403;Morcilha;Carnes industrializadas;2;Cozido(a);6;8;0.01;22;6.4;680;0;38;0.04;1.3;15.5
8102501;Paio;Carnes industrializadas;2;Cozido(a);13;17;0.01;163;1.36;749;0;294;0.09;2.08;0
8102601;Mortadela;Carnes industrializadas;99;Nao se aplica;11;11;0.02;98;0.66;930;0;199;0.06;1.66;13.5
8102701;Salame;Carnes industrializadas;99;Nao se aplica;15;19;0.98;191;1.56;1449;0;316;0.36;2.93;31.3
8102702;Salaminho;Carnes industrializadas;99;Nao se aplica;15;19;0.98;191;1.56;1449;0;316;0.36;2.93;31.3
8102801;Blanquet de peru;Carnes industrializadas;99;Nao se aplica;8;22;0.02;294;2.34;1114;0;287;0.25;2.59;32.2
8102901;Presunto ;Carnes industrializadas;99;Nao se aplica;8;17;0.03;243;1.37;941;0;357;0.13;2.5;35.9
8103001;Hamburguer de peru;Carnes industrializadas;2;Cozido(a);73.66;21.08;0.13;151.9;1.5;118.3;197;198.94;0.1;1.55;20.35
8103001;Hamburguer de peru;Carnes industrializadas;4;Assado(a);73.66;21.08;0.13;151.9;1.5;118.3;197;198.94;0.1;1.55;20.35
8103001;Hamburguer de peru;Carnes industrializadas;6;Empanado(a)/a milanesa;73.66;21.08;0.13;151.9;1.5;118.3;197;198.94;0.1;1.55;23.49
8103101;Hamburguer nao especificado;Carnes industrializadas;2;Cozido(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8103101;Hamburguer nao especificado;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8103101;Hamburguer nao especificado;Carnes industrializadas;4;Assado(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8103101;Hamburguer nao especificado;Carnes industrializadas;5;Frito(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
8103101;Hamburguer nao especificado;Carnes industrializadas;99;Nao se aplica;13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
8103601;Apresuntado;Carnes industrializadas;99;Nao se aplica;8;22;0.04;281;1.34;1500;0;409;0.15;2.47;19.8
8103901;Pururuca de porco;Carnes industrializadas;99;Nao se aplica;30;11;0.07;85;0.88;1838;0;127;0.09;0.56;41
8103902;Pele de porco preparada (pururuca);Carnes industrializadas;99;Nao se aplica;30;11;0.07;85;0.88;1838;0;127;0.09;0.56;41
8104001;Pate (figado, calabresa, frango, presunto, etc.);Carnes industrializadas;99;Nao se aplica;26;12;0.16;230;6.4;860;0;170;0.24;2.3;58
8104101;Carne de aves defumada;Carnes industrializadas;99;Nao se aplica;15;27;0.02;216;1.06;77;333;247;0.05;1.23;25.58
8104601;Carne salgada nao especificada;Carnes industrializadas;2;Cozido(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8104601;Carne salgada nao especificada;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8104601;Carne salgada nao especificada;Carnes industrializadas;4;Assado(a);13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8104601;Carne salgada nao especificada;Carnes industrializadas;5;Frito(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8104601;Carne salgada nao especificada;Carnes industrializadas;7;Refogado(a);12.22;11.28;0.02;77.08;1.79;1826.42;0;80.84;0.03;7.24;2.74
8104601;Carne salgada nao especificada;Carnes industrializadas;8;Molho vermelho;13;12.8;0.04;70.8;1.72;1659.2;0;135;0.05;6.2;0.04
8104601;Carne salgada nao especificada;Carnes industrializadas;99;Nao se aplica;13;12;0.02;82;1.9;1943;0;86;0.03;7.7;0
8104904;Mini chicken empanado;Carnes industrializadas;2;Cozido(a);9.85;17.73;0.11;121.52;1.36;704.38;0;138.84;0.05;0.71;16.45
