Codigo_do_alimento;Descricao_do_alimento;Tipo;Codigo_da_preparacao;Descricao_da_preparacao; Energia_(kcal) ;Proteina_(g); Lipidios_totais_(g) ; Carboidrato_(g) ; Fibra_alimentar_total_(g) 
7905601;Creme de leite light;Laticinios;99;Nao se aplica;59,00;2,60;1,40;9,00;    
7905901;Queijo prato light;Laticinios;99;Nao se aplica;297,30;24,49;21,36;1,22;    
7906001;Queijo de minas light;Laticinios;99;Nao se aplica;90,00;13,74;1,93;3,63;    
7906005;Queijo de coalho light;Laticinios;99;Nao se aplica;297,30;24,49;21,36;1,22;    
7906201;Queijo ricota light;Laticinios;99;Nao se aplica;92,69;14,56;0,29;7,08;    
7906303;Queijo ralado light;Laticinios;99;Nao se aplica;265,00;20,00;20,00;1,37;    
7906401;Queijo polenguinho light;Laticinios;99;Nao se aplica;231,00;10,60;17,60;7,00;    
7906501;Requeijao light;Laticinios;99;Nao se aplica;231,00;10,60;17,60;7,00;    
7906601;Queijo nao especificado light;Laticinios;99;Nao se aplica;90,00;13,74;1,93;3,63;    
7906702;Leite achocolatado light;Laticinios;99;Nao se aplica;63,00;3,24;1,00;10,44;0,50
7906710;Bebida achocolatada light;Laticinios;99;Nao se aplica;63,00;3,24;1,00;10,44;0,50
7906801;Leite com sabor diet;Laticinios;99;Nao se aplica;73,29;3,48;3,51;7,09;0,39
7906802;Leite achocolatado diet;Laticinios;99;Nao se aplica;73,29;3,48;3,51;7,09;0,39
7906810;Bebida achocolatada diet;Laticinios;99;Nao se aplica;73,29;3,48;3,51;7,09;0,39
7906901;Leite de soja em po light;Laticinios;99;Nao se aplica;379,58;32,94;2,80;59,92;2,40
7907001;Leite em po com sabor;Laticinios;99;Nao se aplica;405,00;3,30;3,10;90,90;4,80
7907101;Manteiga com ou sem sal light;Laticinios;99;Nao se aplica;347,32;0,41;39,29;0,03;    
7907301;Queijo de minas frescal organico;Laticinios;99;Nao se aplica;240,00;17,60;14,10;10,60;    
7907305;Queijo de coalho frescal organico;Laticinios;99;Nao se aplica;373,00;24,48;30,28;0,68;    
8000103;Pao de hamburguer;Panificados;99;Nao se aplica;279,00;9,50;4,33;49,45;2,10
8000105;Pao de sal;Panificados;99;Nao se aplica;300,00;8,00;3,10;58,60;2,30
8000201;Pao doce;Panificados;99;Nao se aplica;355,23;5,15;13,08;55,83;2,02
8000203;Chineque;Panificados;99;Nao se aplica;355,23;5,15;13,08;55,83;2,02
8000218;Chineque com farofa;Panificados;99;Nao se aplica;355,23;5,15;13,08;55,83;2,02
8000229;Pao de mel;Panificados;99;Nao se aplica;508,36;4,46;18,34;85,04;1,85
8000234;Panetone;Panificados;99;Nao se aplica;355,95;7,45;10,43;58,03;2,14
8000237;Bisnaguinha;Panificados;99;Nao se aplica;310,00;10,86;6,47;52,04;2,00
8000240;Croissant;Panificados;99;Nao se aplica;455,16;8,04;26,26;46,84;1,75
8000501;Pao de forma industrializado de qualquer marca;Panificados;99;Nao se aplica;266,00;7,64;3,29;50,61;2,40
8000801;Pao de queijo;Panificados;99;Nao se aplica;363,00;5,10;24,60;34,20;0,60
8001101;Pao de milho;Panificados;99;Nao se aplica;316,62;7,20;10,43;47,96;4,38
8001401;Pao integral;Panificados;99;Nao se aplica;247,00;12,95;3,35;41,29;6,71
8001501;Pao nao especificado;Panificados;99;Nao se aplica;300,00;8,00;3,10;58,60;2,30
8001901;Torrada de qualquer pao;Panificados;99;Nao se aplica;377,00;10,50;3,30;74,60;3,40
8002001;Rosca doce;Panificados;99;Nao se aplica;422,97;4,54;20,61;55,53;1,07
8002002;Rosquinha doce;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002101;Rosca salgada;Panificados;99;Nao se aplica;245,75;12,83;9,85;25,80;1,18
8002106;Rosquinha salgada;Panificados;99;Nao se aplica;432,00;10,10;14,40;68,70;2,50
8002201;Biscoito salgado;Panificados;99;Nao se aplica;432,00;10,10;14,40;68,70;2,50
8002205;Presuntinho biscoito;Panificados;99;Nao se aplica;508,99;8,88;25,40;60,74;2,55
8002212;Biscoito de polvilho;Panificados;99;Nao se aplica;436,72;4,46;29,08;38,37;    
8002225;Bolacha salgada;Panificados;99;Nao se aplica;432,00;10,10;14,40;68,70;2,50
8002227;Chips (salgadinhos);Panificados;99;Nao se aplica;558,86;5,08;35,25;55,41;2,76
8002230;Baconzitos;Panificados;99;Nao se aplica;508,99;8,88;25,40;60,74;2,55
8002236;Biscoito salgado integral;Panificados;99;Nao se aplica;412,43;11,49;16,07;60,85;10,23
8002301;Biscoito doce;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002302;Cavaco chines;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002305;Sequilho;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002306;Tareco;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002309;Solda;Panificados;99;Nao se aplica;432,00;10,10;14,40;68,70;2,50
8002315;Brevidade;Panificados;99;Nao se aplica;371,22;3,18;14,61;57,71;1,06
8002334;Bolacha doce;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002335;Maria maluca (bolacha doce);Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002405;Quebra0quebra;Panificados;99;Nao se aplica;443,00;8,10;12,00;75,20;2,10
8002502;Rocambole;Panificados;99;Nao se aplica;339,26;6,32;26,93;18,55;0,54
8002503;Cuca de qualquer tipo;Panificados;99;Nao se aplica;355,23;5,15;13,08;55,83;2,02
8002601;Bolo de milho;Panificados;99;Nao se aplica;311,00;4,80;12,40;45,10;0,70
8002604;Amidomil (bolinho);Panificados;99;Nao se aplica;311,00;4,80;12,40;45,10;0,70
8002605;Angusor de milho;Panificados;99;Nao se aplica;311,00;4,80;12,40;45,10;0,70
8002609;Grustoli (bolinho doce);Panificados;99;Nao se aplica;421,37;5,55;19,81;55,70;1,21
8002701;Bolo de aipim;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8002702;Bolo de tapioca;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8002703;Bolo de macaxeira;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8002704;Bolo de goma;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8002801;Bolo de batata0doce;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8002901;Bolo de arroz;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8003101;Bolo de cara;Panificados;99;Nao se aplica;324,00;4,40;12,70;47,90;0,70
8003501;Tortas doces de qualquer sabor;Panificados;99;Nao se aplica;119,67;2,28;5,38;15,56;0,48
8003601;Tortas salgadas de qualquer sabor;Panificados;99;Nao se aplica;249,55;3,87;9,86;38,40;1,49
8003701;Sonho;Panificados;99;Nao se aplica;378,79;6,02;18,25;48,08;1,31
8003702;Filhos (bolinho de farinha de trigo e ovos);Panificados;99;Nao se aplica;421,37;5,55;19,81;55,70;1,21
8003801;Bolo de chocolate;Panificados;99;Nao se aplica;312,80;8,71;6,00;58,30;1,76
8003902;Brioche;Panificados;99;Nao se aplica;366,84;9,04;14,22;49,58;1,80
8004001;Bolo de laranja;Panificados;99;Nao se aplica;360,83;4,80;13,15;58,32;2,36
8004101;Bolo de coco;Panificados;99;Nao se aplica;317,24;6,33;8,70;54,19;1,20
8004201;Bolo de cenoura;Panificados;99;Nao se aplica;344,86;4,17;17,26;44,27;1,61
8004601;Bolo de trigo;Panificados;99;Nao se aplica;286,60;6,91;4,24;55,27;0,65
8004701;Broa;Panificados;99;Nao se aplica;392,00;9,80;18,30;47,10;1,70
8004801;Biscoito recheado;Panificados;99;Nao se aplica;472,00;6,40;19,60;70,50;3,00
8004807;Waffer (biscoito);Panificados;99;Nao se aplica;430,32;6,25;12,49;74,79;2,25
8004809;Alfajores (biscoito);Panificados;99;Nao se aplica;505,21;6,47;22,55;70,85;2,43
8004810;Bolacha recheada;Panificados;99;Nao se aplica;472,00;6,40;19,60;70,50;3,00
8004813;Rosca recheada;Panificados;99;Nao se aplica;620,20;5,57;26,28;98,06;3,22
8004814;Rosquinha recheada de qualquer sabor;Panificados;99;Nao se aplica;472,00;6,40;19,60;70,50;3,00
8005201;Biscoito nao especificado;Panificados;99;Nao se aplica;432,00;10,10;14,40;68,70;2,50
8006101;Crepe;Panificados;99;Nao se aplica;203,18;13,96;12,46;8,27;0,66
8006501;Pao diet (de forma industrializado);Panificados;99;Nao se aplica;198,00;9,10;2,30;43,60;12,00
8006601;Pao light (de forma industrializado);Panificados;99;Nao se aplica;198,00;9,10;2,30;43,60;12,00
8006701;Pao de queijo light;Panificados;99;Nao se aplica;363,00;5,10;24,60;34,20;0,60
8006801;Pao integral light;Panificados;99;Nao se aplica;198,00;9,10;2,30;43,60;12,00
8007001;Tortas doces de qualquer sabor light;Panificados;99;Nao se aplica;121,84;2,29;5,40;16,06;0,50
8007101;Tortas doces de qualquer sabor diet;Panificados;99;Nao se aplica;99,17;2,25;5,30;10,66;0,37
8007302;Filhos (bolinho de farinha de trigo e ovos) light;Panificados;99;Nao se aplica;426,53;6,44;22,95;48,69;1,40
8007402;Filhos (bolinho de farinha de trigo e ovos) diet;Panificados;99;Nao se aplica;426,53;6,44;22,95;48,69;1,40
8007501;Bolo de chocolate light;Panificados;99;Nao se aplica;299,49;4,59;9,36;52,45;2,00
8007601;Bolo de chocolate diet;Panificados;99;Nao se aplica;299,49;4,59;9,36;52,45;2,00
8007701;Bolo de laranja light;Panificados;99;Nao se aplica;328,38;4,76;9,48;58,31;2,36
8008001;Bolo de coco diet;Panificados;99;Nao se aplica;299,49;4,59;9,36;52,45;2,00
8008201;Bolo de cenoura diet;Panificados;99;Nao se aplica;272,74;4,09;9,10;44,26;1,61
8008301;Biscoito recheado light;Panificados;99;Nao se aplica;432,96;5,88;13,24;77,80;4,24
8008305;Biscoito waffer light;Panificados;99;Nao se aplica;398,63;4,51;6,92;80,66;1,31
8008307;Waffer (biscoito) light;Panificados;99;Nao se aplica;398,63;4,51;6,92;80,66;1,31
8008309;Alfajores (biscoito) light;Panificados;99;Nao se aplica;432,96;5,88;13,24;77,80;4,24
8008310;Bolacha recheada light;Panificados;99;Nao se aplica;432,96;5,88;13,24;77,80;4,24
8008401;Biscoito recheado diet;Panificados;99;Nao se aplica;405,28;8,17;20,83;66,82;3,67
8008408;Rosquinha recheada de qualquer sabor diet;Panificados;99;Nao se aplica;405,28;8,17;20,83;66,82;3,67
8008410;Bolacha recheada diet;Panificados;99;Nao se aplica;405,28;8,17;20,83;66,82;3,67
8010001;Pao doce diet;Panificados;99;Nao se aplica;312,25;4,83;6,92;57,97;1,64
8010029;Pao de mel diet;Panificados;99;Nao se aplica;446,23;4,38;11,31;85,04;1,85
8010034;Panetone diet;Panificados;99;Nao se aplica;355,95;7,45;10,43;58,03;2,14
8010101;Biscoito salgado light;Panificados;99;Nao se aplica;452,56;9,67;13,79;72,45;3,45
8010125;Bolacha salgada light;Panificados;99;Nao se aplica;452,56;9,67;13,79;72,45;3,45
8010127;Chips (salgadinhos) light;Panificados;99;Nao se aplica;407,05;6,53;7,05;81,13;5,64
8010401;Biscoito doce light;Panificados;99;Nao se aplica;395,25;6,45;4,84;83,88;3,70
8010434;Bolacha doce light;Panificados;99;Nao se aplica;395,25;6,45;4,84;83,88;3,70
8010501;Biscoito doce diet;Panificados;99;Nao se aplica;453,92;6,22;21,89;65,74;2,95
8010534;Bolacha doce diet;Panificados;99;Nao se aplica;453,92;6,22;21,89;65,74;2,95
8010601;Bolo de banana;Panificados;99;Nao se aplica;300,05;3,93;9,07;52,14;1,66
8100101;Carne0seca;Carnes industrializadas;2;Cozido(a);313,00;26,90;21,90;    ;    
8100101;Carne0seca;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;313,00;26,90;21,90;    ;    
8100101;Carne0seca;Carnes industrializadas;4;Assado(a);313,00;26,90;21,90;    ;    
8100101;Carne0seca;Carnes industrializadas;5;Frito(a);347,00;25,29;26,56;    ;    
8100101;Carne0seca;Carnes industrializadas;7;Refogado(a);347,00;25,29;26,56;    ;    
8100101;Carne0seca;Carnes industrializadas;8;Molho vermelho;255,20;21,78;17,56;1,08;0,30
8100101;Carne0seca;Carnes industrializadas;13;Ensopado;347,00;25,29;26,56;    ;    
8100102;Carne de charque;Carnes industrializadas;1;Cru(a);313,00;26,90;21,90;    ;    
8100102;Carne de charque;Carnes industrializadas;2;Cozido(a);313,00;26,90;21,90;    ;    
8100102;Carne de charque;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;313,00;26,90;21,90;    ;    
8100102;Carne de charque;Carnes industrializadas;4;Assado(a);313,00;26,90;21,90;    ;    
8100102;Carne de charque;Carnes industrializadas;5;Frito(a);347,00;25,29;26,56;    ;    
8100102;Carne de charque;Carnes industrializadas;7;Refogado(a);347,00;25,29;26,56;    ;    
8100102;Carne de charque;Carnes industrializadas;8;Molho vermelho;255,20;21,78;17,56;1,08;0,30
8100102;Carne de charque;Carnes industrializadas;13;Ensopado;347,00;25,29;26,56;    ;    
8100103;Jaba;Carnes industrializadas;2;Cozido(a);313,00;26,90;21,90;    ;    
8100103;Jaba;Carnes industrializadas;5;Frito(a);347,00;25,29;26,56;    ;    
8100103;Jaba;Carnes industrializadas;7;Refogado(a);347,00;25,29;26,56;    ;    
8100103;Jaba;Carnes industrializadas;99;Nao se aplica;313,00;26,90;21,90;    ;    
8100201;Carne de sol;Carnes industrializadas;1;Cru(a);313,00;26,90;21,90;    ;    
8100201;Carne de sol;Carnes industrializadas;2;Cozido(a);313,00;26,90;21,90;    ;    
8100201;Carne de sol;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;313,00;26,90;21,90;    ;    
8100201;Carne de sol;Carnes industrializadas;4;Assado(a);313,00;26,90;21,90;    ;    
8100201;Carne de sol;Carnes industrializadas;5;Frito(a);347,00;25,29;26,56;    ;    
8100201;Carne de sol;Carnes industrializadas;13;Ensopado;347,00;25,29;26,56;    ;    
8100202;Carne do sertao;Carnes industrializadas;2;Cozido(a);313,00;26,90;21,90;    ;    
8100202;Carne do sertao;Carnes industrializadas;4;Assado(a);313,00;26,90;21,90;    ;    
8100202;Carne do sertao;Carnes industrializadas;5;Frito(a);347,00;25,29;26,56;    ;    
8100502;Hamburguer de carne bovina;Carnes industrializadas;1;Cru(a);214,00;26,62;11,10;    ;    
8100502;Hamburguer de carne bovina;Carnes industrializadas;2;Cozido(a);214,00;26,62;11,10;    ;    
8100502;Hamburguer de carne bovina;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;214,00;26,62;11,10;    ;    
8100502;Hamburguer de carne bovina;Carnes industrializadas;4;Assado(a);214,00;26,62;11,10;    ;    
8100502;Hamburguer de carne bovina;Carnes industrializadas;5;Frito(a);236,66;26,62;13,66;    ;    
8100502;Hamburguer de carne bovina;Carnes industrializadas;8;Molho vermelho;176,00;21,56;8,92;1,08;0,30
8100502;Hamburguer de carne bovina;Carnes industrializadas;99;Nao se aplica;214,00;26,62;11,10;    ;    
8100802;Copa de porco defumada;Carnes industrializadas;99;Nao se aplica;248,66;20,53;17,76;0,42;    
8101005;Bacon;Carnes industrializadas;99;Nao se aplica;541,00;37,04;41,78;1,43;    
8101101;Hamburguer de frango;Carnes industrializadas;2;Cozido(a);206,14;16,19;9,71;12,64;0,61
8101101;Hamburguer de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;206,14;16,19;9,71;12,64;0,61
8101101;Hamburguer de frango;Carnes industrializadas;4;Assado(a);206,14;16,19;9,71;12,64;0,61
8101101;Hamburguer de frango;Carnes industrializadas;5;Frito(a);266,67;16,19;16,55;12,64;0,61
8101101;Hamburguer de frango;Carnes industrializadas;6;Empanado(a)/à milanesa;266,67;16,19;16,55;12,64;0,61
8101101;Hamburguer de frango;Carnes industrializadas;99;Nao se aplica;206,14;16,19;9,71;12,64;0,61
8102101;Salsicha no varejo;Carnes industrializadas;1;Cru(a);321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;2;Cozido(a);321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;4;Assado(a);321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;5;Frito(a);321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;7;Refogado(a);321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;8;Molho vermelho;289,43;8,56;26,10;4,74;0,04
8102101;Salsicha no varejo;Carnes industrializadas;9;Molho branco;321,60;11,30;29,04;3,24;0,30
8102101;Salsicha no varejo;Carnes industrializadas;10;Ao alho e oleo;321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;11;Com manteiga/oleo;321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;13;Ensopado;321,05;9,72;29,51;3,61;    
8102101;Salsicha no varejo;Carnes industrializadas;99;Nao se aplica;321,05;9,72;29,51;3,61;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;1;Cru(a);396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;2;Cozido(a);396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;4;Assado(a);396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;5;Frito(a);396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;6;Empanado(a)/à milanesa;396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;7;Refogado(a);396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;8;Molho vermelho;321,60;11,30;29,04;3,24;0,30
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;11;Com manteiga/oleo;396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;13;Ensopado;396,00;13,80;36,25;2,70;    
8102204;Linguica (suina. bovina. mista. etc.);Carnes industrializadas;99;Nao se aplica;396,00;13,80;36,25;2,70;    
8102207;Linguica de frango;Carnes industrializadas;1;Cru(a);244,00;18,20;18,40;    ;    
8102207;Linguica de frango;Carnes industrializadas;2;Cozido(a);244,00;18,20;18,40;    ;    
8102207;Linguica de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;244,00;18,20;18,40;    ;    
8102207;Linguica de frango;Carnes industrializadas;4;Assado(a);244,00;18,20;18,40;    ;    
8102207;Linguica de frango;Carnes industrializadas;5;Frito(a);245,00;18,30;18,50;    ;    
8102401;Chourico;Carnes industrializadas;99;Nao se aplica;379,00;14,60;34,50;1,29;    
8102402;Morcela;Carnes industrializadas;99;Nao se aplica;379,00;14,60;34,50;1,29;    
8102403;Morcilha;Carnes industrializadas;1;Cru(a);379,00;14,60;34,50;1,29;    
8102403;Morcilha;Carnes industrializadas;2;Cozido(a);379,00;14,60;34,50;1,29;    
8102501;Paio;Carnes industrializadas;2;Cozido(a);339,00;19,43;28,36;    ;    
8102601;Mortadela;Carnes industrializadas;99;Nao se aplica;307,00;11,10;27,70;3,20;    
8102701;Salame;Carnes industrializadas;99;Nao se aplica;336,00;21,85;25,90;2,40;    
8102702;Salaminho;Carnes industrializadas;99;Nao se aplica;336,00;21,85;25,90;2,40;    
8102801;Blanquet de peru;Carnes industrializadas;99;Nao se aplica;126,00;17,50;4,84;2,04;0,20
8102901;Presunto ;Carnes industrializadas;99;Nao se aplica;226,00;20,53;15,20;0,42;    
8103001;Hamburguer de peru;Carnes industrializadas;2;Cozido(a);195,96;16,62;8,35;12,64;0,61
8103001;Hamburguer de peru;Carnes industrializadas;4;Assado(a);195,96;16,62;8,35;12,64;0,61
8103001;Hamburguer de peru;Carnes industrializadas;6;Empanado(a)/à milanesa;256,49;16,62;15,20;12,64;0,61
8103101;Hamburguer nao especificado;Carnes industrializadas;2;Cozido(a);214,00;26,62;11,10;    ;    
8103101;Hamburguer nao especificado;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;214,00;26,62;11,10;    ;    
8103101;Hamburguer nao especificado;Carnes industrializadas;4;Assado(a);214,00;26,62;11,10;    ;    
8103101;Hamburguer nao especificado;Carnes industrializadas;5;Frito(a);236,66;26,62;13,66;    ;    
8103101;Hamburguer nao especificado;Carnes industrializadas;99;Nao se aplica;214,00;26,62;11,10;    ;    
8103601;Apresuntado;Carnes industrializadas;99;Nao se aplica;178,00;22,62;9,02;    ;    
8103901;Pururuca de porco;Carnes industrializadas;99;Nao se aplica;544,00;61,30;31,30;    ;    
8103902;Pele de porco preparada (pururuca);Carnes industrializadas;99;Nao se aplica;544,00;61,30;31,30;    ;    
8104001;Pate (figado. calabresa. frango. presunto. etc.);Carnes industrializadas;99;Nao se aplica;326,00;14,10;28,50;2,20;    
8104101;Carne de aves defumada;Carnes industrializadas;99;Nao se aplica;195,66;30,91;7,07;    ;    
8104601;Carne salgada nao especificada;Carnes industrializadas;2;Cozido(a);313,00;26,90;21,90;    ;    
8104601;Carne salgada nao especificada;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;313,00;26,90;21,90;    ;    
8104601;Carne salgada nao especificada;Carnes industrializadas;4;Assado(a);313,00;26,90;21,90;    ;    
8104601;Carne salgada nao especificada;Carnes industrializadas;5;Frito(a);347,00;25,29;26,56;    ;    
8104601;Carne salgada nao especificada;Carnes industrializadas;7;Refogado(a);347,00;25,29;26,56;    ;    
8104601;Carne salgada nao especificada;Carnes industrializadas;8;Molho vermelho;255,20;21,78;17,56;1,08;0,30
8104601;Carne salgada nao especificada;Carnes industrializadas;99;Nao se aplica;313,00;26,90;21,90;    ;    
8104904;Mini chicken empanado;Carnes industrializadas;2;Cozido(a);273,02;16,24;15,63;15,91;0,64
8104904;Mini chicken empanado;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;273,02;16,24;15,63;15,91;0,64
8104904;Mini chicken empanado;Carnes industrializadas;4;Assado(a);273,02;16,24;15,63;15,91;0,64
8104904;Mini chicken empanado;Carnes industrializadas;5;Frito(a);273,02;16,24;15,63;15,91;0,64
8104904;Mini chicken empanado;Carnes industrializadas;6;Empanado(a)/à milanesa;273,02;16,24;15,63;15,91;0,64
8105001;Mortadela light;Carnes industrializadas;99;Nao se aplica;211,00;13,06;16,06;3,45;    
8105201;Salsicha no varejo light;Carnes industrializadas;5;Frito(a);154,00;11,00;10,00;4,40;    
8105401;Salame light;Carnes industrializadas;99;Nao se aplica;145,18;14,70;8,94;0,50;    
8105501;Blanquet de peru light;Carnes industrializadas;99;Nao se aplica;124,12;14,99;3,57;7,11;    
8105701;Hamburguer nao especificado light;Carnes industrializadas;99;Nao se aplica;190,00;27,03;8,26;    ;    
8200101;Refrigerante de cola tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;36,87;0,07;0,02;9,53;    
8200102;Coca0cola tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;36,87;0,07;0,02;9,53;    
8200202;Fanta laranja tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;48,00;0,00;    ;12,30;    
8200208;Sukita tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;48,00;0,00;    ;12,30;    
8200301;Refrigerante de guarana tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;39,00;0,00;    ;10,00;    
8200302;Guarana tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;39,00;0,00;    ;10,00;    
8200407;Sprit refrigerante tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;40,00;0,05;0,02;10,14;    
8200505;Fanta uva tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;48,00;0,00;    ;12,30;    
8200701;Refrigerante de cola light;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,00;0,11;0,03;0,29;    
8200702;Coca0cola light;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,00;0,11;0,03;0,29;    
8200801;Refrigerante de cola diet;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,00;0,11;0,03;0,29;    
8200902;Minuano tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;40,00;0,05;0,02;10,14;    
8201104;Mate tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,80;0,25;    ;2,31;1,86
8201202;Bidu tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;39,00;0,00;    ;10,00;    
8201502;Fanta laranja light;Bebidas nao alcoolicas e infusões;99;Nao se aplica;    ;0,10;    ;    ;    
8201601;Refrigerante de guarana light;Bebidas nao alcoolicas e infusões;99;Nao se aplica;    ;0,00;    ;    ;    
8201602;Guarana light;Bebidas nao alcoolicas e infusões;99;Nao se aplica;    ;0,00;    ;    ;    
8201802;Tubaina tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;39,00;0,00;    ;10,00;    
8201902;Tubaina light;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,00;0,11;0,03;0,29;    
8202001;Caldo de cana;Bebidas nao alcoolicas e infusões;99;Nao se aplica;73,58;0,00;0,05;19,97;    
8202002;Garapa;Bebidas nao alcoolicas e infusões;99;Nao se aplica;73,58;0,00;0,05;19,97;    
8202101;agua de coco;Bebidas nao alcoolicas e infusões;99;Nao se aplica;19,28;0,73;0,20;3,76;1,12
8202402;Q0suco;Bebidas nao alcoolicas e infusões;99;Nao se aplica;15,28;0,00;    ;3,91;    
8202403;Q0refresko;Bebidas nao alcoolicas e infusões;99;Nao se aplica;15,28;0,00;    ;3,91;    
8202602;Nescafe;Bebidas nao alcoolicas e infusões;99;Nao se aplica;241,00;12,20;0,50;75,40;    
8202803;Erva0mate;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,80;0,25;    ;2,31;1,86
8202804;Chimarrao;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,80;0,25;    ;2,31;1,86
8202805;Terere;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,80;0,25;    ;2,31;1,86
8203401;Levedo de cerveja;Bebidas nao alcoolicas e infusões;99;Nao se aplica;170,00;16,20;1,30;28,10;11,50
8203501;Refrigerante nao especificado;Bebidas nao alcoolicas e infusões;99;Nao se aplica;36,87;0,07;0,02;9,53;    
8203603;Cevada em po;Bebidas nao alcoolicas e infusões;99;Nao se aplica;352,00;9,91;1,16;77,72;15,60
8204503;Chocomilk ;Bebidas nao alcoolicas e infusões;99;Nao se aplica;83,32;3,18;3,40;10,38;0,80
8204902;agua tônica tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;40,02;0,05;0,02;10,14;    
8205201;Cha diet (preto. camomila. erva0cidreira. capim0limao. etc.) ;Bebidas nao alcoolicas e infusões;99;Nao se aplica;2,52;0,01;    ;0,67;    
8205402;Paraguai refrigerante tradicional;Bebidas nao alcoolicas e infusões;99;Nao se aplica;39,00;0,00;    ;10,00;    
8205803;Gatorade;Bebidas nao alcoolicas e infusões;99;Nao se aplica;27,01;0,00;0,10;6,76;    
8205901;Bebida energetica;Bebidas nao alcoolicas e infusões;99;Nao se aplica;45,35;0,25;0,08;11,03;    
8206301;Cha (preto. camomila. erva0cidreira. capim0limao. etc.);Bebidas nao alcoolicas e infusões;99;Nao se aplica;1,00;0,00;    ;0,30;    
