Codigo_do_alimento;Descricao_do_alimento;Tipo;Codigo_da_preparacao;Descricao_da_preparacao; Energia_(kcal) ;Proteina_(g); Lipidios_totais_(g) ; Carboidrato_(g) ; Fibra_alimentar_total_(g) 
7104301;Carne moida;Carnes e visceras;8;Molho vermelho;176,00;21,56;8,92;1,08;0,30
7104301;Carne moida;Carnes e visceras;9;Molho branco;203,79;22,08;11,37;1,85;0,04
7104301;Carne moida;Carnes e visceras;10;Ao alho e oleo;236,66;26,62;13,66;    ;    
7104301;Carne moida;Carnes e visceras;13;Ensopado;236,66;26,62;13,66;    ;    
7104301;Carne moida;Carnes e visceras;15;Sopa;63,94;3,81;1,81;7,73;0,39
7104301;Carne moida;Carnes e visceras;99;Nao se aplica;214,00;26,62;11,10;    ;    
7104302;Guisado ;Carnes e visceras;99;Nao se aplica;242,00;24,22;15,42;    ;    
7104501;Tripa suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;233,00;12,49;20,32;    ;    
7104501;Tripa suina;Carnes e visceras;5;Frito(a);255,66;12,49;22,88;    ;    
7104601;Figado suino;Carnes e visceras;2;Cozido(a);165,00;26,02;4,40;3,76;    
7104601;Figado suino;Carnes e visceras;4;Assado(a);165,00;26,02;4,40;3,76;    
7104601;Figado suino;Carnes e visceras;5;Frito(a);187,66;26,02;6,96;3,76;    
7104701;Lingua suina;Carnes e visceras;2;Cozido(a);271,00;24,10;18,60;    ;    
7104701;Lingua suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;271,00;24,10;18,60;    ;    
7104701;Lingua suina;Carnes e visceras;4;Assado(a);271,00;24,10;18,60;    ;    
7104701;Lingua suina;Carnes e visceras;5;Frito(a);293,66;24,10;21,16;    ;    
7104701;Lingua suina;Carnes e visceras;7;Refogado(a);293,66;24,10;21,16;    ;    
7105001;Orelha suina fresca;Carnes e visceras;2;Cozido(a);214,00;28,81;10,13;    ;    
7105103;Sarrabulho;Carnes e visceras;99;Nao se aplica;100,04;13,98;2,96;4,18;0,62
7105203;Mocoto suino;Carnes e visceras;2;Cozido(a);214,00;28,81;10,13;    ;    
7105401;Carne de cabrito ;Carnes e visceras;2;Cozido(a);143,00;27,10;3,03;    ;    
7105401;Carne de cabrito ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;143,00;27,10;3,03;    ;    
7105401;Carne de cabrito ;Carnes e visceras;4;Assado(a);143,00;27,10;3,03;    ;    
7105402;Carne de bode;Carnes e visceras;2;Cozido(a);143,00;27,10;3,03;    ;    
7105402;Carne de bode ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;143,00;27,10;3,03;    ;    
7105402;Carne de bode ;Carnes e visceras;4;Assado(a);143,00;27,10;3,03;    ;    
7105402;Carne de bode ;Carnes e visceras;5;Frito(a);165,66;27,10;5,59;    ;    
7105403;Carne caprina;Carnes e visceras;2;Cozido(a);143,00;27,10;3,03;    ;    
7105403;Carne caprina;Carnes e visceras;4;Assado(a);143,00;27,10;3,03;    ;    
7105403;Carne caprina;Carnes e visceras;5;Frito(a);165,66;27,10;5,59;    ;    
7105403;Carne caprina;Carnes e visceras;13;Ensopado;165,66;27,10;5,59;    ;    
7105405;Carne de caprino;Carnes e visceras;1;Cru(a);143,00;27,10;3,03;    ;    
7105405;Carne de caprino;Carnes e visceras;2;Cozido(a);143,00;27,10;3,03;    ;    
7105405;Carne de caprino;Carnes e visceras;5;Frito(a);165,66;27,10;5,59;    ;    
7105601;Carne de carneiro;Carnes e visceras;2;Cozido(a);204,00;28,35;9,17;    ;    
7105601;Carne de carneiro;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;204,00;28,35;9,17;    ;    
7105601;Carne de carneiro;Carnes e visceras;4;Assado(a);204,00;28,35;9,17;    ;    
7105601;Carne de carneiro;Carnes e visceras;5;Frito(a);253,57;28,35;14,78;    ;    
7105601;Carne de carneiro;Carnes e visceras;13;Ensopado;253,57;28,35;14,78;    ;    
7105602;Carne de ovelha;Carnes e visceras;2;Cozido(a);204,00;28,35;9,17;    ;    
7105602;Carne de ovelha;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;204,00;28,35;9,17;    ;    
7105602;Carne de ovelha;Carnes e visceras;4;Assado(a);204,00;28,35;9,17;    ;    
7105602;Carne de ovelha;Carnes e visceras;5;Frito(a);253,57;28,35;14,78;    ;    
7105801;Mocoto de caprino;Carnes e visceras;2;Cozido(a);214,00;28,81;10,13;    ;    
7106301;Pernil ;Carnes e visceras;2;Cozido(a);289,00;25,34;20,06;    ;    
7106301;Pernil ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;289,00;25,34;20,06;    ;    
7106301;Pernil ;Carnes e visceras;4;Assado(a);289,00;25,34;20,06;    ;    
7106301;Pernil ;Carnes e visceras;5;Frito(a);338,57;25,34;25,67;    ;    
7106401;Lagarto bovino ;Carnes e visceras;2;Cozido(a);199,00;36,12;5,00;    ;    
7106401;Lagarto bovino ;Carnes e visceras;4;Assado(a);199,00;36,12;5,00;    ;    
7106401;Lagarto bovino ;Carnes e visceras;5;Frito(a);248,57;36,12;10,61;    ;    
7106401;Lagarto bovino ;Carnes e visceras;7;Refogado(a);248,57;36,12;10,61;    ;    
7106401;Lagarto bovino ;Carnes e visceras;8;Molho vermelho;164,00;29,16;4,04;1,08;0,30
7106501;Alcatra suina;Carnes e visceras;2;Cozido(a);289,00;25,34;20,06;    ;    
7106501;Alcatra suina;Carnes e visceras;4;Assado(a);289,00;25,34;20,06;    ;    
7106501;Alcatra suina ;Carnes e visceras;5;Frito(a);338,57;25,34;25,67;    ;    
7107102;Brachola;Carnes e visceras;99;Nao se aplica;204,00;30,67;9,00;    ;    
7107103;Bife role cru;Carnes e visceras;99;Nao se aplica;204,00;30,67;9,00;    ;    
7107204;Buchada de bode;Carnes e visceras;99;Nao se aplica;125,00;19,80;4,40;    ;3,90
7107501;Sua suina;Carnes e visceras;2;Cozido(a);397,00;29,06;30,30;    ;    
7107501;Sua suina;Carnes e visceras;5;Frito(a);397,00;29,06;30,30;    ;    
7107601;Carne de outros animais;Carnes e visceras;1;Cru(a);242,00;24,22;15,42;    ;    
7107601;Carne de outros animais;Carnes e visceras;2;Cozido(a);242,00;24,22;15,42;    ;    
7107601;Carne de outros animais;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;242,00;24,22;15,42;    ;    
7107601;Carne de outros animais;Carnes e visceras;4;Assado(a);242,00;24,22;15,42;    ;    
7107601;Carne de outros animais;Carnes e visceras;5;Frito(a);264,66;24,22;17,98;    ;    
7107601;Carne de outros animais;Carnes e visceras;7;Refogado(a);264,66;24,22;17,98;    ;    
7107601;Carne de outros animais;Carnes e visceras;8;Molho vermelho;198,40;19,64;12,37;1,08;0,30
7107601;Carne de outros animais;Carnes e visceras;13;Ensopado;264,66;24,22;17,98;    ;    
7107601;Carne de outros animais;Carnes e visceras;99;Nao se aplica;242,00;24,22;15,42;    ;    
